#,When,Who,Problem Name,Lang,Number,Class,Number_Class
49598969,2019/02/07 19:34,Grapeee,Parity,GNU C++17,1110,A,1110A
49598901,2019/02/07 19:34,RedNextCentury,Jongmah,GNU C++17,1110,D,1110D
49606375,2019/02/07 22:43,Bsher,MahmoudandEhabandthexor,GNU C++14,862,C,862C
49608608,2019/02/08 00:18,Bsher,MahmoudandaTriangle,GNU C++14,766,B,766B
49614931,2019/02/08 08:26,SaeedSabbagh,XeniaandWeights,GNU C++14,339,C,339C
49617182,2019/02/08 09:55,SaeedSabbagh,MaximumSubsequence,GNU C++14,888,E,888E
49641957,2019/02/09 02:02,abdalkader-s,TurntheRectangles,GNU C++14,1008,B,1008B
49653444,2019/02/09 11:45,samer_orfali,MemeProblem,GNU C++11,1076,C,1076C
49654749,2019/02/09 12:19,samer_orfali,IntenseHeat,GNU C++11,1003,C,1003C
49656284,2019/02/09 13:06,samer_orfali,Maximumsplitting,GNU C++11,870,C,870C
49660832,2019/02/09 15:20,samer_orfali,TableTennisGame2,GNU C++11,765,C,765C
49664359,2019/02/09 16:46,samer_orfali,CommonDivisors,GNU C++14,182,D,182D
49666813,2019/02/09 17:50,Grapeee,DimaandLisa,GNU C++17,584,D,584D
49667203,2019/02/09 18:00,Grapeee,CommonDivisors,GNU C++17,182,D,182D
49669567,2019/02/09 19:08,abdalkader-s,DreamoonandWiFi,GNU C++14,476,B,476B
49670613,2019/02/09 19:44,Bsher,CommonDivisors,GNU C++14,182,D,182D
49672240,2019/02/09 20:36,Bsher,Trace,GNU C++14,157,B,157B
49673471,2019/02/09 21:18,abdalkader-s,DivisorSubtraction,GNU C++14,1076,B,1076B
49673520,2019/02/09 21:20,RedNextCentury,Vowels,GNU C++17,383,E,383E
49673770,2019/02/09 21:28,RedNextCentury,JzzhuandNumbers,GNU C++17,449,D,449D
49676415,2019/02/09 23:04,Grapeee,ArrayQueries,GNU C++17,797,E,797E
49676816,2019/02/09 23:20,Grapeee,Oddsum,GNU C++17,797,B,797B
49677367,2019/02/09 23:46,Grapeee,Minimalstring,GNU C++17,797,C,797C
49677444,2019/02/09 23:50,samer_orfali,SwapAdjacentElements,GNU C++14,920,C,920C
49677970,2019/02/10 00:19,Bsher,Maximumsplitting,GNU C++14,870,C,870C
49678122,2019/02/10 00:26,Grapeee,Holidays,GNU C++17,670,A,670A
49678310,2019/02/10 00:36,Grapeee,GameofRobots,GNU C++17,670,B,670B
49678336,2019/02/10 00:38,abdalkader-s,ModuloSum,GNU C++14,577,B,577B
49678375,2019/02/10 00:39,samer_orfali,DimaandLisa,GNU C++14,584,D,584D
49678532,2019/02/10 00:49,Grapeee,Cinema,GNU C++17,670,C,670C
49678887,2019/02/10 01:12,Grapeee,MagicPowder1,GNU C++17,670,D1,670D1
49678919,2019/02/10 01:15,Grapeee,MagicPowder2,GNU C++17,670,D2,670D2
49679553,2019/02/10 02:02,Bsher,Taxes,GNU C++14,735,D,735D
49686352,2019/02/10 10:21,RedNextCentury,AnnandBooks,GNU C++17,877,F,877F
49701000,2019/02/10 17:13,samer_orfali,GotAnyGrapes?,GNU C++14,1114,A,1114A
49702387,2019/02/10 17:16,Bsher,GotAnyGrapes?,GNU C++14,1114,A,1114A
49707861,2019/02/10 17:34,SaeedSabbagh,GotAnyGrapes?,GNU C++14,1114,A,1114A
49710493,2019/02/10 17:44,abdalkader-s,BeautifulNumbers,GNU C++14,300,C,300C
49721628,2019/02/10 18:26,samer_orfali,TrailingLoves(orL'oeufs?),GNU C++14,1114,C,1114C
49722447,2019/02/10 18:29,Bsher,TrailingLoves(orL'oeufs?),GNU C++14,1114,C,1114C
49725718,2019/02/10 18:41,samer_orfali,YetAnotherArrayPartitioningTask,GNU C++14,1114,B,1114B
49734356,2019/02/10 20:28,Grapeee,FloodFill,GNU C++17,1114,D,1114D
49734408,2019/02/10 20:29,Grapeee,GotAnyGrapes?,GNU C++17,1114,A,1114A
49734838,2019/02/10 20:31,RedNextCentury,GotAnyGrapes?,GNU C++17,1114,A,1114A
49736763,2019/02/10 20:50,RedNextCentury,TrailingLoves(orL'oeufs?),GNU C++17,1114,C,1114C
49737457,2019/02/10 20:59,RedNextCentury,YetAnotherArrayPartitioningTask,GNU C++17,1114,B,1114B
49738500,2019/02/10 21:15,RedNextCentury,FloodFill,GNU C++17,1114,D,1114D
49738770,2019/02/10 21:19,Grapeee,RemoveDuplicates,GNU C++17,978,A,978A
49739083,2019/02/10 21:24,Grapeee,FileName,GNU C++17,978,B,978B
49740135,2019/02/10 21:44,Grapeee,Letters,GNU C++17,978,C,978C
49741457,2019/02/10 22:13,Bsher,PolothePenguinandMatrix,GNU C++14,289,B,289B
49741775,2019/02/10 22:20,Grapeee,BusVideoSystem,GNU C++17,978,E,978E
49742641,2019/02/10 22:45,Grapeee,Mentors,GNU C++17,978,F,978F
49742926,2019/02/10 22:52,Bsher,Threedisplays,GNU C++14,987,C,987C
49745934,2019/02/11 00:36,abdalkader-s,AyoubandLostArray,GNU C++14,1105,C,1105C
49746090,2019/02/11 00:43,SaeedSabbagh,TrailingLoves(orL'oeufs?),GNU C++14,1114,C,1114C
49747226,2019/02/11 01:48,Bsher,TableTennisGame2,GNU C++14,765,C,765C
49759277,2019/02/11 11:04,samer_orfali,HittheLottery,GNU C++14,996,A,996A
49759992,2019/02/11 11:26,samer_orfali,MaximumIncrease,GNU C++14,702,A,702A
49760644,2019/02/11 11:47,samer_orfali,SerejaandSuffixes,GNU C++14,368,B,368B
49761009,2019/02/11 11:58,samer_orfali,CormenTheBestFriendOfaMan,GNU C++14,732,B,732B
49761605,2019/02/11 12:17,samer_orfali,CutRibbon,GNU C++14,189,A,189A
49762007,2019/02/11 12:31,SaeedSabbagh,VasyaandPetya'sGame,GNU C++14,576,A,576A
49762275,2019/02/11 12:39,abdalkader-s,EightPointSets,GNU C++14,334,B,334B
49762380,2019/02/11 12:42,samer_orfali,Mikeandstrings,GNU C++14,798,B,798B
49762640,2019/02/11 12:51,abdalkader-s,SelectionofPersonnel,GNU C++14,630,F,630F
49762807,2019/02/11 12:58,abdalkader-s,LuckyNumbers,GNU C++14,630,C,630C
49764157,2019/02/11 13:46,Bsher,Caesar'sLegions,GNU C++14,118,D,118D
49764725,2019/02/11 14:05,samer_orfali,Cards,GNU C++14,626,B,626B
49766091,2019/02/11 14:44,Bsher,MashmokhandACM,GNU C++14,414,B,414B
49771000,2019/02/11 16:39,abdalkader-s,ReordertheArray,GNU C++14,1008,C,1008C
49808300,2019/02/12 00:25,Bsher,"Sagheer,theHausmeister",GNU C++14,812,B,812B
49809700,2019/02/12 01:58,Bsher,NewYearandDomino,GNU C++14,611,C,611C
49828656,2019/02/12 15:54,SaeedSabbagh,SeregaandFun,GNU C++14,455,D,455D
49833192,2019/02/12 17:52,Grapeee,Arthur'sLanguage,GNU C++17,101628,A,101628A
49835266,2019/02/12 18:50,Grapeee,Equivalent,GNU C++17,101628,E,101628E
49836039,2019/02/12 19:10,Grapeee,HaveSomeCheeseBread,GNU C++11,101628,H,101628H
49837168,2019/02/12 19:42,Grapeee,FindtheInn,GNU C++17,101628,F,101628F
49838349,2019/02/12 20:11,Grapeee,JennyandtheBatteries,GNU C++11,101628,J,101628J
49841203,2019/02/12 21:32,Grapeee,Don'tLoseTheDroid,GNU C++11,101628,D,101628D
49841548,2019/02/12 21:43,Bsher,Cut'emall!,GNU C++14,982,C,982C
49842913,2019/02/12 22:28,Bsher,CuriosityHasNoLimits,GNU C++14,1072,B,1072B
49843348,2019/02/12 22:45,Bsher,VasyaandPetya'sGame,GNU C++14,576,A,576A
49845956,2019/02/13 00:41,abdalkader-s,NewYearandOldProperty,GNU C++14,611,B,611B
49846080,2019/02/13 00:47,Bsher,AverageSuperheroGangPower,GNU C++14,1111,B,1111B
49847178,2019/02/13 01:59,Bsher,VovaandTrophies,GNU C++14,1082,B,1082B
49852283,2019/02/13 07:51,SaeedSabbagh,Cut'emall!,GNU C++14,982,C,982C
49853526,2019/02/13 08:47,SaeedSabbagh,BeautifulGraph,GNU C++14,1093,D,1093D
49854881,2019/02/13 09:38,SaeedSabbagh,KilaniandtheGame,GNU C++14,1105,D,1105D
49855390,2019/02/13 09:54,SaeedSabbagh,MahmoudandEhabandthebipartiteness,GNU C++14,862,B,862B
49859436,2019/02/13 11:48,samer_orfali,Arthur'sLanguage,GNU C++14,101628,A,101628A
49861807,2019/02/13 12:54,samer_orfali,FindtheInn,GNU C++14,101628,F,101628F
49865131,2019/02/13 14:42,SaeedSabbagh,Glider,GNU C++14,1041,D,1041D
49865584,2019/02/13 14:51,samer_orfali,Journey,GNU C++14,839,C,839C
49868583,2019/02/13 15:59,samer_orfali,ValeraandTubes,GNU C++14,441,C,441C
49870086,2019/02/13 16:34,samer_orfali,Cut'emall!,GNU C++14,982,C,982C
49872893,2019/02/13 17:34,samer_orfali,SendtheFoolFurther!(easy),GNU C++14,802,J,802J
49876022,2019/02/13 18:54,samer_orfali,KilaniandtheGame,GNU C++14,1105,D,1105D
49882985,2019/02/13 22:13,abdalkader-s,PrimesonInterval,GNU C++14,237,C,237C
49883548,2019/02/13 22:35,abdalkader-s,EasyProblem,GNU C++14,1096,D,1096D
49892745,2019/02/14 08:14,RedNextCentury,EscapeThroughLeaf,GNU C++17,932,F,932F
49894163,2019/02/14 09:04,Bsher,Tetrahedron,GNU C++14,166,E,166E
49894328,2019/02/14 09:09,RedNextCentury,BearandBowling4,GNU C++17,660,F,660F
49924717,2019/02/15 00:26,Bsher,KefaandPark,GNU C++14,580,C,580C
49939473,2019/02/15 11:54,SaeedSabbagh,MakeItConnected,GNU C++14,1095,F,1095F
49939630,2019/02/15 11:58,samer_orfali,BeautifulGraph,GNU C++14,1093,D,1093D
49947407,2019/02/15 15:39,samer_orfali,XeniaandBitOperations,GNU C++14,339,D,339D
49948225,2019/02/15 15:58,abdalkader-s,UndoubtedlyLuckyNumbers,GNU C++14,244,B,244B
49949426,2019/02/15 16:27,SaeedSabbagh,CircularRMQ,GNU C++14,52,C,52C
49950939,2019/02/15 16:59,samer_orfali,ForbiddenZero,GNU C++14,101652,Z,101652Z
49950939,2019/02/15 16:59,Grapeee,ForbiddenZero,GNU C++14,101652,Z,101652Z
49951144,2019/02/15 17:04,samer_orfali,OddPalindrome,GNU C++17,101652,N,101652N
49951144,2019/02/15 17:04,Grapeee,OddPalindrome,GNU C++17,101652,N,101652N
49955257,2019/02/15 18:44,samer_orfali,Halfway,GNU C++14,101652,Q,101652Q
49955257,2019/02/15 18:44,Grapeee,Halfway,GNU C++14,101652,Q,101652Q
49956022,2019/02/15 19:03,Grapeee,StarArrangements,GNU C++17,101652,X,101652X
49956022,2019/02/15 19:03,samer_orfali,StarArrangements,GNU C++17,101652,X,101652X
49957826,2019/02/15 19:49,Bsher,CircularRMQ,GNU C++14,52,C,52C
49958173,2019/02/15 19:57,Grapeee,FearFactoring,GNU C++17,101652,P,101652P
49958173,2019/02/15 19:57,samer_orfali,FearFactoring,GNU C++17,101652,P,101652P
49958932,2019/02/15 20:16,SaeedSabbagh,PashmakandParmida'sproblem,GNU C++14,459,D,459D
49960868,2019/02/15 21:07,Grapeee,RoadtoCinema,GNU C++17,729,C,729C
49962215,2019/02/15 21:47,Bsher,Journey,GNU C++14,839,C,839C
49968924,2019/02/16 02:30,SaeedSabbagh,Enemyisweak,GNU C++14,61,E,61E
49969445,2019/02/16 03:17,Grapeee,GCDTable,GNU C++17,582,A,582A
49986862,2019/02/16 13:55,SaeedSabbagh,SerejaandBrackets,GNU C++14,381,E,381E
49989049,2019/02/16 14:55,samer_orfali,CircularRMQ,GNU C++14,52,C,52C
49991575,2019/02/16 16:04,SaeedSabbagh,CopyingData,GNU C++14,292,E,292E
49991795,2019/02/16 16:10,abdalkader-s,SwapAdjacentElements,GNU C++14,920,C,920C
49996647,2019/02/16 18:16,samer_orfali,SerejaandBrackets,GNU C++14,380,C,380C
50002025,2019/02/16 19:45,abdalkader-s,SashaandHisTrip,GNU C++14,1113,A,1113A
50005556,2019/02/16 19:53,Grapeee,SashaandHisTrip,GNU C++17,1113,A,1113A
50006678,2019/02/16 19:56,Bsher,SashaandHisTrip,GNU C++14,1113,A,1113A
50010677,2019/02/16 20:07,Grapeee,SashaandMagneticMachines,GNU C++17,1113,B,1113B
50014184,2019/02/16 20:20,samer_orfali,SashaandHisTrip,GNU C++14,1113,A,1113A
50017353,2019/02/16 20:33,abdalkader-s,SashaandMagneticMachines,GNU C++14,1113,B,1113B
50019855,2019/02/16 20:43,Grapeee,SashaandaBitofRelax,GNU C++17,1113,C,1113C
50023251,2019/02/16 21:01,samer_orfali,SashaandMagneticMachines,GNU C++14,1113,B,1113B
50023473,2019/02/16 21:02,Bsher,SashaandMagneticMachines,GNU C++14,1113,B,1113B
50028938,2019/02/16 21:36,Grapeee,SashaandOneMoreName,GNU C++17,1113,D,1113D
50034792,2019/02/16 23:22,abdalkader-s,SashaandaBitofRelax,GNU C++14,1113,C,1113C
50036437,2019/02/17 00:04,SaeedSabbagh,SashaandHisTrip,GNU C++14,1113,A,1113A
50036461,2019/02/17 00:05,SaeedSabbagh,SashaandMagneticMachines,GNU C++14,1113,B,1113B
50037017,2019/02/17 00:30,SaeedSabbagh,SashaandaBitofRelax,GNU C++14,1113,C,1113C
50037631,2019/02/17 01:00,SaeedSabbagh,SashaandOneMoreName,GNU C++14,1113,D,1113D
50068478,2019/02/17 19:11,Bsher,SashaandOneMoreName,GNU C++14,1113,D,1113D
50074762,2019/02/17 23:14,abdalkader-s,ConnectedComponents?,GNU C++14,920,E,920E
50075465,2019/02/17 23:52,SaeedSabbagh,LastChance,GNU C++14,137,E,137E
50076473,2019/02/18 01:05,RedNextCentury,ThiefinaShop,GNU C++17,632,E,632E
50076615,2019/02/18 01:17,RedNextCentury,LuckyTickets,GNU C++17,1096,G,1096G
50086129,2019/02/18 10:32,samer_orfali,Enemyisweak,GNU C++14,61,E,61E
50099002,2019/02/18 17:04,RedNextCentury,FuzzySearch,GNU C++17,528,D,528D
50099860,2019/02/18 17:25,RedNextCentury,NikitaandOrderStatistics,GNU C++17,993,E,993E
50103397,2019/02/18 18:43,Grapeee,BestSubsegment,GNU C++17,1117,A,1117A
50107755,2019/02/18 18:51,Grapeee,Emotes,GNU C++17,1117,B,1117B
50107661,2019/02/18 18:51,abdalkader-s,BestSubsegment,GNU C++14,1117,A,1117A
50111248,2019/02/18 19:00,abdalkader-s,Emotes,GNU C++14,1117,B,1117B
50134697,2019/02/18 21:24,SaeedSabbagh,Emotes,GNU C++14,1117,B,1117B
50135535,2019/02/18 21:43,samer_orfali,BestSubsegment,GNU C++14,1117,A,1117A
50135612,2019/02/18 21:45,samer_orfali,Emotes,GNU C++14,1117,B,1117B
50135828,2019/02/18 21:51,SaeedSabbagh,BestSubsegment,GNU C++14,1117,A,1117A
50138122,2019/02/18 22:54,abdalkader-s,NewYearandDomino,GNU C++14,611,C,611C
50138566,2019/02/18 23:09,Bsher,BestSubsegment,GNU C++14,1117,A,1117A
50139079,2019/02/18 23:27,Bsher,Emotes,GNU C++14,1117,B,1117B
50139451,2019/02/18 23:40,abdalkader-s,Nikitaandstring,GNU C++14,877,B,877B
50139892,2019/02/18 23:58,SaeedSabbagh,MagicGems,GNU C++14,1117,D,1117D
50141237,2019/02/19 01:10,Bsher,MagicShip,GNU C++14,1117,C,1117C
50141754,2019/02/19 01:41,Bsher,Ehabandsubtraction,GNU C++14,1088,B,1088B
50142324,2019/02/19 02:24,Bsher,And,GNU C++14,1013,B,1013B
50167196,2019/02/19 17:37,Bsher,WaterBuying,GNU C++14,1118,A,1118A
50171124,2019/02/19 17:46,SaeedSabbagh,WaterBuying,GNU C++14,1118,A,1118A
50171192,2019/02/19 17:46,abdalkader-s,WaterBuying,GNU C++14,1118,A,1118A
50171946,2019/02/19 17:48,samer_orfali,WaterBuying,GNU C++14,1118,A,1118A
50174527,2019/02/19 17:57,SaeedSabbagh,TanyaandCandies,GNU C++14,1118,B,1118B
50177284,2019/02/19 18:08,abdalkader-s,TanyaandCandies,GNU C++14,1118,B,1118B
50180092,2019/02/19 18:21,SaeedSabbagh,CoffeeandCoursework(Easyversion),GNU C++14,1118,D1,1118D1
50181476,2019/02/19 18:27,samer_orfali,TanyaandCandies,GNU C++14,1118,B,1118B
50188950,2019/02/19 19:04,Bsher,TanyaandCandies,GNU C++14,1118,B,1118B
50192628,2019/02/19 19:22,samer_orfali,PalindromicMatrix,GNU C++14,1118,C,1118C
50194312,2019/02/19 19:31,SaeedSabbagh,TreeCutting(EasyVersion),GNU C++14,1118,F1,1118F1
50194947,2019/02/19 19:34,samer_orfali,CoffeeandCoursework(Easyversion),GNU C++14,1118,D1,1118D1
50200329,2019/02/19 20:08,SaeedSabbagh,CoffeeandCoursework(HardVersion),GNU C++14,1118,D2,1118D2
50202599,2019/02/19 20:48,abdalkader-s,PalindromicMatrix,GNU C++14,1118,C,1118C
50211127,2019/02/20 02:47,Bsher,PalindromicMatrix,GNU C++14,1118,C,1118C
50212460,2019/02/20 04:29,Bsher,MultiplicationTable,GNU C++14,448,D,448D
50234647,2019/02/20 13:08,samer_orfali,Weather,GNU C++14,234,C,234C
50239000,2019/02/20 15:08,samer_orfali,GivenLengthandSumofDigits...,GNU C++14,489,C,489C
50243965,2019/02/20 17:06,samer_orfali,Threedisplays,GNU C++14,987,C,987C
50246218,2019/02/20 18:03,samer_orfali,VasyaandMultisets,GNU C++14,1051,C,1051C
50250555,2019/02/20 20:02,abdalkader-s,Compression,GNU C++14,1107,D,1107D
50252241,2019/02/20 20:51,abdalkader-s,CoffeeandCoursework(HardVersion),GNU C++14,1118,D2,1118D2
50252420,2019/02/20 20:56,RedNextCentury,FashioninBerland,GNU C++17,691,A,691A
50252674,2019/02/20 21:04,RedNextCentury,spalindrome,GNU C++17,691,B,691B
50253196,2019/02/20 21:17,RedNextCentury,SwapsinPermutation,GNU C++17,691,D,691D
50253657,2019/02/20 21:29,RedNextCentury,Exponentialnotation,GNU C++17,691,C,691C
50254501,2019/02/20 21:54,RedNextCentury,Xorsequences,GNU C++17,691,E,691E
50255198,2019/02/20 22:16,RedNextCentury,CoupleCover,GNU C++17,691,F,691F
50256831,2019/02/20 23:13,abdalkader-s,TreeCutting(EasyVersion),GNU C++14,1118,F1,1118F1
50259481,2019/02/21 01:25,abdalkader-s,DiverseGarland,GNU C++14,1108,D,1108D
50259818,2019/02/21 01:53,abdalkader-s,ArrayandSegments(Easyversion),GNU C++14,1108,E1,1108E1
50277696,2019/02/21 14:06,samer_orfali,Letter,GNU C++14,180,C,180C
50279297,2019/02/21 14:55,samer_orfali,PolycarpandDiv3,GNU C++14,1005,D,1005D
50282435,2019/02/21 16:18,samer_orfali,PieRules,GNU C++14,859,C,859C
50283921,2019/02/21 16:59,SaeedSabbagh,RandomTask,GNU C++14,431,D,431D
50284366,2019/02/21 17:10,abdalkader-s,Trace,GNU C++14,157,B,157B
50288223,2019/02/21 19:01,samer_orfali,Woodcutters,GNU C++14,545,C,545C
50290781,2019/02/21 20:20,Grapeee,LCIS,GNU C++17,10,D,10D
50292339,2019/02/21 21:10,Grapeee,Cashback,GNU C++17,940,E,940E
50293075,2019/02/21 21:37,samer_orfali,kTree,GNU C++14,431,C,431C
50295354,2019/02/21 23:01,SaeedSabbagh,ColoredRooks,GNU C++14,1068,C,1068C
50295996,2019/02/21 23:33,Grapeee,PictureswithKittens(hardversion),GNU C++17,1077,F2,1077F2
50313332,2019/02/22 14:01,samer_orfali,LCIS,GNU C++14,10,D,10D
50314058,2019/02/22 14:22,abdalkader-s,Message,GNU C++14,157,C,157C
50316731,2019/02/22 15:38,Grapeee,BabaeiandBirthdayCake,GNU C++17,629,D,629D
50318964,2019/02/22 16:34,Bsher,Flowers,GNU C++14,474,D,474D
50320593,2019/02/22 17:21,samer_orfali,Cashback,GNU C++14,940,E,940E
50326658,2019/02/22 19:46,samer_orfali,MaximumDistance,GNU C++14,1081,D,1081D
50330280,2019/02/22 21:16,Grapeee,TheBakery,GNU C++17,834,D,834D
50330322,2019/02/22 21:17,Grapeee,TheBakery,GNU C++17,833,B,833B
50355187,2019/02/23 13:24,RedNextCentury,SeaBattle,GNU C++17,1131,A,1131A
50356394,2019/02/23 13:27,abdalkader-s,SeaBattle,GNU C++14,1131,A,1131A
50356768,2019/02/23 13:28,Bsher,SeaBattle,GNU C++14,1131,A,1131A
50361010,2019/02/23 13:40,SaeedSabbagh,SeaBattle,GNU C++14,1131,A,1131A
50361262,2019/02/23 13:41,RedNextCentury,Draw!,GNU C++17,1131,B,1131B
50363796,2019/02/23 13:49,RedNextCentury,Birthday,GNU C++17,1131,C,1131C
50365531,2019/02/23 13:55,RedNextCentury,AsyaAndKittens,GNU C++17,1131,F,1131F
50368721,2019/02/23 14:06,abdalkader-s,Draw!,GNU C++14,1131,B,1131B
50369170,2019/02/23 14:08,RedNextCentury,Gourmetchoice,GNU C++17,1131,D,1131D
50371059,2019/02/23 14:15,Bsher,Birthday,GNU C++14,1131,C,1131C
50374777,2019/02/23 14:30,SaeedSabbagh,Birthday,GNU C++14,1131,C,1131C
50376007,2019/02/23 14:35,abdalkader-s,Birthday,GNU C++14,1131,C,1131C
50388094,2019/02/23 16:07,Bsher,Draw!,GNU C++14,1131,B,1131B
50389430,2019/02/23 16:27,samer_orfali,Draw!,GNU C++14,1131,B,1131B
50389516,2019/02/23 16:28,samer_orfali,SeaBattle,GNU C++14,1131,A,1131A
50389557,2019/02/23 16:29,samer_orfali,Birthday,GNU C++14,1131,C,1131C
50395116,2019/02/23 18:34,RedNextCentury,StringMultiplication,GNU C++17,1131,E,1131E
50395648,2019/02/23 18:46,Grapeee,Birthday,GNU C++17,1131,C,1131C
50395682,2019/02/23 18:47,Grapeee,SeaBattle,GNU C++17,1131,A,1131A
50395669,2019/02/23 18:47,Grapeee,Draw!,GNU C++17,1131,B,1131B
50395735,2019/02/23 18:48,Grapeee,AsyaAndKittens,GNU C++17,1131,F,1131F
50398403,2019/02/23 20:00,samer_orfali,AsyaAndKittens,GNU C++14,1131,F,1131F
50398937,2019/02/23 20:14,SaeedSabbagh,Gourmetchoice,GNU C++14,1131,D,1131D
50404380,2019/02/23 22:48,SaeedSabbagh,AsyaAndKittens,GNU C++14,1131,F,1131F
50406935,2019/02/24 00:33,Bsher,SoftDrinking,GNU C++14,151,A,151A
50437984,2019/02/24 18:46,abdalkader-s,BePositive,GNU C++14,1130,A,1130A
50439704,2019/02/24 18:51,SaeedSabbagh,BePositive,GNU C++14,1130,A,1130A
50441854,2019/02/24 18:57,RedNextCentury,ToyTrain(Simplified),GNU C++17,1129,A1,1129A1
50441729,2019/02/24 18:57,RedNextCentury,ToyTrain,GNU C++17,1129,A2,1129A2
50442674,2019/02/24 19:00,Grapeee,TwoCakes,GNU C++17,1130,B,1130B
50443276,2019/02/24 19:02,Grapeee,BePositive,GNU C++17,1130,A,1130A
50444124,2019/02/24 19:05,SaeedSabbagh,TwoCakes,GNU C++14,1130,B,1130B
50447601,2019/02/24 19:20,abdalkader-s,TwoCakes,GNU C++14,1130,B,1130B
50447763,2019/02/24 19:21,Grapeee,Connect,GNU C++17,1130,C,1130C
50448230,2019/02/24 19:23,samer_orfali,BePositive,GNU C++14,1130,A,1130A
50451039,2019/02/24 19:38,SaeedSabbagh,Connect,GNU C++14,1130,C,1130C
50453731,2019/02/24 19:54,samer_orfali,TwoCakes,GNU C++14,1130,B,1130B
50454732,2019/02/24 20:00,RedNextCentury,WrongAnswer,GNU C++17,1129,B,1129B
50455268,2019/02/24 20:03,abdalkader-s,Connect,GNU C++14,1130,C,1130C
50460064,2019/02/24 20:31,RedNextCentury,MorseCode,GNU C++17,1129,C,1129C
50459966,2019/02/24 20:31,samer_orfali,Connect,GNU C++14,1130,C,1130C
50462481,2019/02/24 21:36,Bsher,BePositive,GNU C++14,1130,A,1130A
50462571,2019/02/24 21:37,Bsher,TwoCakes,GNU C++14,1130,B,1130B
50463205,2019/02/24 21:45,Bsher,Connect,GNU C++14,1130,C,1130C
50496490,2019/02/25 18:23,Grapeee,Gourmetchoice,GNU C++17,1131,D,1131D
50528973,2019/02/26 15:55,SaeedSabbagh,ProfessorGukiZ'sRobot,GNU C++14,620,A,620A
50529323,2019/02/26 16:02,SaeedSabbagh,GrandfatherDovlet’scalculator,GNU C++14,620,B,620B
50533721,2019/02/26 17:43,SaeedSabbagh,PearlsinaRow,GNU C++14,620,C,620C
50536530,2019/02/26 18:58,abdalkader-s,RemoveExtraOne,GNU C++14,900,C,900C
50546175,2019/02/27 00:32,Bsher,MagicPowder1,GNU C++14,670,D1,670D1
50546357,2019/02/27 00:42,Bsher,MagicPowder2,GNU C++14,670,D2,670D2
50546965,2019/02/27 01:26,SaeedSabbagh,CountGoodSubstrings,GNU C++14,451,D,451D
50548049,2019/02/27 03:08,Grapeee,RedGreenTowers,GNU C++17,478,D,478D
50548239,2019/02/27 03:29,Grapeee,EnduringExodus,GNU C++17,645,C,645C
50561065,2019/02/27 14:05,samer_orfali,"Misha,GrishaandUnderground",GNU C++14,832,D,832D
50564821,2019/02/27 15:42,samer_orfali,ReachabilityfromtheCapital,GNU C++14,999,E,999E
50565852,2019/02/27 16:06,samer_orfali,UniformString,GNU C++14,1092,A,1092A
50566009,2019/02/27 16:10,samer_orfali,TeamsForming,GNU C++14,1092,B,1092B
50570037,2019/02/27 17:57,abdalkader-s,SquareSubsets,GNU C++14,895,C,895C
50570944,2019/02/27 18:23,SaeedSabbagh,EnduringExodus,GNU C++14,645,C,645C
50572268,2019/02/27 19:04,SaeedSabbagh,CountingArrays,GNU C++14,893,E,893E
50572615,2019/02/27 19:15,abdalkader-s,NestedSegments,GNU C++14,976,C,976C
50578016,2019/02/27 22:11,SaeedSabbagh,CreativeSnap,GNU C++14,1111,C,1111C
50578288,2019/02/27 22:22,Grapeee,MysteriousPresent,GNU C++17,4,D,4D
50579989,2019/02/27 23:32,abdalkader-s,Cut'emall!,GNU C++14,982,C,982C
50597748,2019/02/28 14:16,abdalkader-s,PizzaSeparation,GNU C++14,895,A,895A
50599203,2019/02/28 14:55,abdalkader-s,PositioninFraction,GNU C++14,900,B,900B
50602544,2019/02/28 16:18,SaeedSabbagh,ProfessorGukiZandTwoArrays,GNU C++14,620,D,620D
50609217,2019/02/28 19:05,abdalkader-s,RecursiveQueries,GNU C++14,932,B,932B
50609971,2019/02/28 19:24,abdalkader-s,Queue,GNU C++14,545,D,545D
50610949,2019/02/28 19:51,abdalkader-s,Woodcutters,GNU C++14,545,C,545C
50612838,2019/02/28 20:44,Bsher,CountGoodSubstrings,GNU C++14,451,D,451D
50616488,2019/02/28 22:58,samer_orfali,MysteriousPresent,GNU C++14,4,D,4D
50618107,2019/03/01 00:17,samer_orfali,TreeCutting(EasyVersion),GNU C++14,1118,F1,1118F1
50620345,2019/03/01 03:25,Grapeee,NewYearTree,GNU C++17,620,E,620E
50638499,2019/03/01 15:52,SaeedSabbagh,NewYearTree,GNU C++14,620,E,620E
50640753,2019/03/01 16:50,samer_orfali,BattleSequence,GNU C++14,101858,B,101858B
50640753,2019/03/01 16:50,Grapeee,BattleSequence,GNU C++14,101858,B,101858B
50641023,2019/03/01 16:56,samer_orfali,Heaven'sArena,GNU C++11,101858,H,101858H
50641023,2019/03/01 16:56,Grapeee,Heaven'sArena,GNU C++11,101858,H,101858H
50641264,2019/03/01 17:02,samer_orfali,JaegerTraining,GNU C++17,101858,J,101858J
50641264,2019/03/01 17:02,Grapeee,JaegerTraining,GNU C++17,101858,J,101858J
50641989,2019/03/01 17:18,samer_orfali,DollCollector,GNU C++17,101858,D,101858D
50641989,2019/03/01 17:18,Grapeee,DollCollector,GNU C++17,101858,D,101858D
