#,When,Who,Problem_name,Lang,Number,Character
100003528,Nov/30/2020 17:47,Grapeee,Jumps,GNU C++17,1455,B
100011499,Nov/30/2020 18:03,Grapeee,Ping pong,GNU C++17,1455,C
100020033,Nov/30/2020 18:20,Grapeee,Sequence and Swaps,GNU C++17,1455,D
100023350,Nov/30/2020 18:27,Grapeee,Sequence and Swaps,GNU C++17,1455,D
100023844,Nov/30/2020 18:28,Grapeee,Sequence and Swaps,GNU C++17,1455,D
100032893,Nov/30/2020 18:49,Grapeee,Sequence and Swaps,GNU C++17,1455,D
100035850,Nov/30/2020 18:56,Grapeee,Sequence and Swaps,GNU C++17,1455,D
100592081,Dec/07/2020 01:57,Grapeee,Avoid Trygub,GNU C++17,1450,A
100592176,Dec/07/2020 02:04,Grapeee,Balls of Steel,GNU C++17,1450,B
100639990,Dec/07/2020 18:29,Grapeee,Rating Compression,GNU C++17,1450,D
100640174,Dec/07/2020 18:32,Grapeee,Cancel the Trains,GNU C++17,1453,A
100640208,Dec/07/2020 18:32,Grapeee,Suffix Operations,GNU C++17,1453,B
100640233,Dec/07/2020 18:33,Grapeee,Triangles,GNU C++17,1453,C
100640266,Dec/07/2020 18:33,Grapeee,Checkpoints,GNU C++17,1453,D
100898389,Dec/11/2020 14:45,Grapeee,Subsequence Counting,GNU C++17,960,C
100971287,Dec/11/2020 22:35,Grapeee,Random Events,GNU C++17,1461,C
100971341,Dec/11/2020 22:36,Grapeee,String Generation,GNU C++17,1461,A
100971377,Dec/11/2020 22:36,Grapeee,Find the Spruce,GNU C++17,1461,B
100976827,Dec/12/2020 01:01,Grapeee,Divide and Summarize,GNU C++17,1461,D
101262854,Dec/15/2020 17:40,Grapeee,Favorite Sequence,GNU C++17,1462,A
101271491,Dec/15/2020 17:48,Grapeee,Last Year's Substring,GNU C++17,1462,B
101289010,Dec/15/2020 18:06,Grapeee,Unique Number,GNU C++17,1462,C
101297531,Dec/15/2020 18:16,Grapeee,Add to Neighbour and Remove,GNU C++17,1462,D
101314030,Dec/15/2020 18:40,Grapeee,Close Tuples (easy version),GNU C++17,1462,E1
101327590,Dec/15/2020 19:04,Grapeee,The Treasure of The Segments,GNU C++17,1462,F
101346328,Dec/15/2020 19:43,Grapeee,Close Tuples (hard version),GNU C++17,1462,E2
101413781,Dec/16/2020 13:25,Grapeee,Alyona and copybooks,GNU C++17,740,A
101414883,Dec/16/2020 13:40,Grapeee,Alyona and mex,GNU C++17,740,C
101423275,Dec/16/2020 15:30,Grapeee,Alyona and a tree,GNU C++17,740,D
101798421,Dec/19/2020 21:50,Grapeee,Dungeon,GNU C++17,1463,A
101798460,Dec/19/2020 21:51,Grapeee,Find The Array,GNU C++17,1463,B
101798759,Dec/19/2020 21:56,Grapeee,Red Blue Shuffle,GNU C++17,1459,A
101800634,Dec/19/2020 22:29,Grapeee,Move and Turn,GNU C++17,1459,B
101801656,Dec/19/2020 22:48,Grapeee,Row GCD,GNU C++17,1459,C
102069540,Dec/22/2020 21:41,Grapeee,In game Chat,GNU C++17,1465,A
102070175,Dec/22/2020 21:53,Grapeee,Fair Numbers,GNU C++17,1465,B
102157147,Dec/24/2020 02:25,Grapeee,Comparing Two Long Integers,GNU C++17,616,A
102157293,Dec/24/2020 02:30,Grapeee,Dinner with Emma,GNU C++17,616,B
102158585,Dec/24/2020 03:26,Grapeee,The Labyrinth,GNU C++17,616,C
102195263,Dec/24/2020 15:52,Grapeee,Unusual Team,GNU C++17,101350,B
102195655,Dec/24/2020 15:57,Grapeee,Make Cents?,GNU C++11,101350,M
102195943,Dec/24/2020 16:00,Grapeee,Make Cents?,GNU C++11,101350,M
102196543,Dec/24/2020 16:08,Grapeee,Make Cents?,GNU C++11,101350,M
102196705,Dec/24/2020 16:10,Grapeee,Mirrored String I,GNU C++17,101350,H
102197102,Dec/24/2020 16:14,Grapeee,Make Cents?,GNU C++11,101350,M
102197763,Dec/24/2020 16:23,Grapeee,Magical Bamboos,GNU C++11,101350,D
102198112,Dec/24/2020 16:27,Grapeee,Cheap Kangaroo,GNU C++17,101350,C
102218381,Dec/24/2020 16:46,Grapeee,Mirrored String II,GNU C++11,101350,I
102228370,Dec/24/2020 16:54,Grapeee,Lazy Physics Cat,GNU C++17,101350,J
102229575,Dec/24/2020 17:07,Grapeee,Owl Geeks,GNU C++11,101350,K
102245011,Dec/24/2020 18:19,Grapeee,Competitive Seagulls,GNU C++11,101350,E
102258300,Dec/24/2020 21:25,Grapeee,Sherlock Bones,GNU C++17,101350,A
102258911,Dec/24/2020 21:36,Grapeee,Sherlock Bones,GNU C++17,101350,A
102260669,Dec/24/2020 22:11,Grapeee,Not Equal on a Segment,GNU C++17,622,C
102263364,Dec/24/2020 23:05,Grapeee,Sherlock Bones,GNU C++17,101350,A
102268554,Dec/25/2020 01:34,Grapeee,Ugly Pairs,GNU C++17,1156,B
102342402,Dec/25/2020 20:59,Grapeee,Power Products,GNU C++17,1247,D
102344703,Dec/25/2020 21:29,Grapeee,Zero Tree,GNU C++17,275,D
102346788,Dec/25/2020 21:59,Grapeee,Python Indentation,GNU C++17,909,C
102394805,Dec/26/2020 15:28,Grapeee,Vitaliy and Pie,GNU C++17,525,A
102395518,Dec/26/2020 15:38,Grapeee,Pasha and String,GNU C++17,525,B
102396340,Dec/26/2020 15:50,Grapeee,Ilya and Sticks,GNU C++17,525,C
102398966,Dec/26/2020 16:24,Grapeee,Anya and Cubes,GNU C++17,525,E
102405559,Dec/26/2020 17:48,Grapeee,Arthur and Walls,GNU C++17,525,D
102633017,Dec/28/2020 20:58,Grapeee,Regular Bracket Sequence,GNU C++17,1469,A
102633116,Dec/28/2020 20:59,Grapeee,Regular Bracket Sequence,GNU C++17,1469,A
102633146,Dec/28/2020 21:00,Grapeee,Red and Blue,GNU C++17,1469,B
102633925,Dec/28/2020 21:10,Grapeee,Building a Fence,GNU C++17,1469,C
102634964,Dec/28/2020 21:24,Grapeee,Ceil Divisions,GNU C++17,1469,D
102647149,Dec/29/2020 02:00,Grapeee,Array and Segments (Easy version),GNU C++17,1108,E1
102648930,Dec/29/2020 03:24,Grapeee,A Bit Similar,GNU C++17,1469,E
102683858,Dec/29/2020 14:44,Grapeee,Prime Swaps,GNU C++17,432,C
102686376,Dec/29/2020 15:20,Grapeee,Simple Subset,GNU C++17,665,D
102862104,Dec/30/2020 22:35,Grapeee,Apollo versus Pan,GNU C++17,1466,E
102862492,Dec/30/2020 22:38,Grapeee,Bovine Dilemma,GNU C++17,1466,A
102862609,Dec/30/2020 22:40,Grapeee,Last minute enhancements,GNU C++17,1466,B
102862650,Dec/30/2020 22:40,Grapeee,Canine poetry,GNU C++17,1466,C
102863043,Dec/30/2020 22:46,Grapeee,13th Labour of Heracles,GNU C++17,1466,D
102997857,Jan/02/2021 05:17,Grapeee,Magic Odd Square,GNU C++17,710,C
103059749,Jan/02/2021 22:29,Grapeee,Points on Line,GNU C++17,251,A
103526065,Jan/06/2021 12:49,Grapeee,Cards for Friends,GNU C++17,1472,A
103526370,Jan/06/2021 12:53,Grapeee,Fair Division,GNU C++17,1472,B
103526627,Jan/06/2021 12:57,Grapeee,Long Jumps,GNU C++17,1472,C
103527925,Jan/06/2021 13:12,Grapeee,Even Odd Game,GNU C++17,1472,D
103529995,Jan/06/2021 13:36,Grapeee,Correct Placement,GNU C++17,1472,E
103531650,Jan/06/2021 13:56,Grapeee,Moving to the Capital,GNU C++17,1472,G
103535593,Jan/06/2021 14:43,Grapeee,New Year's Puzzle,GNU C++17,1472,F
103535949,Jan/06/2021 14:47,Grapeee,New Year's Puzzle,GNU C++17,1472,F
103544177,Jan/06/2021 16:19,Grapeee,Strange Partition,GNU C++17,1471,A
103545990,Jan/06/2021 16:38,Grapeee,Strange List,GNU C++17,1471,B
103549886,Jan/06/2021 17:15,Grapeee,Strange Birthday Party,GNU C++17,1471,C
103567056,Jan/06/2021 20:06,Grapeee,Strange Definition,GNU C++17,1470,B
103569100,Jan/06/2021 20:16,Grapeee,Strange Definition,GNU C++17,1470,B
103658674,Jan/07/2021 20:40,Grapeee,Christmas Ornaments,GNU C++17,102791,A
103659015,Jan/07/2021 20:44,Grapeee,Look At The Same One,GNU C++17,102791,B
103659432,Jan/07/2021 20:49,Grapeee,Number of Apartments,GNU C++17,102791,C
103659700,Jan/07/2021 20:52,Grapeee,Barrels,GNU C++17,102791,D
103660113,Jan/07/2021 20:57,Grapeee,Numbers on Whiteboard,GNU C++17,102791,E
103660827,Jan/07/2021 21:07,Grapeee,Deposit,GNU C++17,102791,F
103662300,Jan/07/2021 21:29,Grapeee,String Deletion,GNU C++17,102791,H
103665031,Jan/07/2021 22:13,Grapeee,String Reversal,GNU C++17,102791,I
103667490,Jan/07/2021 23:03,Grapeee,Divide The String,GNU C++17,102791,J
103817118,Jan/08/2021 20:52,Grapeee,Wizard of Orz,GNU C++17,1467,A
103817159,Jan/08/2021 20:52,Grapeee,Hills And Valleys,GNU C++17,1467,B
103817676,Jan/08/2021 20:57,Grapeee,Three Bags,GNU C++17,1467,C
103818499,Jan/08/2021 21:05,Grapeee,Sum of Paths,GNU C++17,1467,D
103818833,Jan/08/2021 21:08,Grapeee,Sum of Paths,GNU C++17,1467,D
103819202,Jan/08/2021 21:12,Grapeee,Sum of Paths,GNU C++17,1467,D
103879750,Jan/09/2021 15:47,Grapeee,Bad Printer (A),GNU C++17,100687,A
103880167,Jan/09/2021 15:53,Grapeee,Proficiency Test (A),GNU C++17,100687,E
103881576,Jan/09/2021 16:11,Grapeee,ACM Student Chapter (A),GNU C++17,100687,I
103882799,Jan/09/2021 16:26,Grapeee,Forming Teams (A),GNU C++17,100687,C
103883546,Jan/09/2021 16:36,Grapeee,Graduation Projects (A),GNU C++17,100687,G
103883714,Jan/09/2021 16:38,Grapeee,Graduation Projects (B),GNU C++17,100687,H
103902320,Jan/09/2021 20:18,Grapeee,A Very Hard Question,GNU C++17,101502,A
103902677,Jan/09/2021 20:22,Grapeee,Linear Algebra Test,GNU C++17,101502,B
103903502,Jan/09/2021 20:32,Grapeee,Malek and Summer Semester,GNU C++17,101502,K
103903840,Jan/09/2021 20:36,Grapeee,The Architect Omar,GNU C++17,101502,E
103904438,Jan/09/2021 20:43,Grapeee,Eyad and Math,GNU C++17,101502,H
103905404,Jan/09/2021 20:54,Grapeee,Building Numbers,GNU C++17,101502,F
103906080,Jan/09/2021 21:03,Grapeee,Boxes Game,GNU C++17,101502,J
103907063,Jan/09/2021 21:16,Grapeee,Move Between Numbers,GNU C++17,101502,I
103976441,Jan/10/2021 19:40,Grapeee,Four Segments,GNU C++17,1468,E
103976640,Jan/10/2021 19:43,Grapeee,Berpizza,GNU C++17,1468,C
103976756,Jan/10/2021 19:45,Grapeee,Waste Sorting,GNU C++17,1468,N
103979516,Jan/10/2021 20:22,Grapeee,Full Turn,GNU C++17,1468,F
103980168,Jan/10/2021 20:30,Grapeee,The Robot,GNU C++11,1468,K
103981868,Jan/10/2021 20:54,Grapeee,Firecrackers,GNU C++17,1468,D
103985885,Jan/10/2021 21:59,Grapeee,LaIS,GNU C++17,1468,A
103987921,Jan/10/2021 22:37,Grapeee,Road Reform,GNU C++17,1468,J
103989418,Jan/10/2021 23:08,Grapeee,K and Medians,GNU C++17,1468,H
104350711,Jan/14/2021 19:50,Grapeee,Program,GNU C++17,1473,D
104350759,Jan/14/2021 19:50,Grapeee,String LCM,GNU C++17,1473,B
104350785,Jan/14/2021 19:50,Grapeee,Replacing Elements,GNU C++17,1473,A
104719453,Jan/18/2021 22:47,Grapeee,Minimum Path,GNU C++17,1473,E
104719608,Jan/18/2021 22:49,Grapeee,Minimum Path,GNU C++17,1473,E
104775281,Jan/19/2021 17:42,Grapeee,Puzzle From the Future,GNU C++17,1474,A
104784070,Jan/19/2021 17:53,Grapeee,Different Divisors,GNU C++17,1474,B
104805748,Jan/19/2021 18:25,Grapeee,Array Destruction,GNU C++17,1474,C
104831772,Jan/19/2021 19:24,Grapeee,Cleaning,GNU C++17,1474,D
104842067,Jan/19/2021 20:42,Grapeee,Cleaning,GNU C++17,1474,D
104844830,Jan/19/2021 21:12,Grapeee,Cleaning,GNU C++17,1474,D
104844970,Jan/19/2021 21:14,Grapeee,Cleaning,GNU C++17,1474,D
104848286,Jan/19/2021 22:02,Grapeee,Cleaning,GNU C++17,1474,D
105239585,Jan/24/2021 18:59,Grapeee,Vasiliy's Multiset,GNU C++17,706,D
105240061,Jan/24/2021 19:06,Grapeee,Vasiliy's Multiset,GNU C++17,706,D
105240215,Jan/24/2021 19:08,Grapeee,Vasiliy's Multiset,GNU C++17,706,D
105240299,Jan/24/2021 19:10,Grapeee,Vasiliy's Multiset,GNU C++17,706,D
105399676,Jan/25/2021 20:03,Grapeee,Odd Divisor,GNU C++17,1475,A
105399919,Jan/25/2021 20:03,Grapeee,New Year's Number,GNU C++17,1475,B
105399993,Jan/25/2021 20:04,Grapeee,Ball in Berland,GNU C++17,1475,C
105400064,Jan/25/2021 20:04,Grapeee,Cleaning the Phone,GNU C++17,1475,D
105400221,Jan/25/2021 20:05,Grapeee,Advertising Agency,GNU C++17,1475,E
105400543,Jan/25/2021 20:06,Grapeee,Strange Beauty,GNU C++17,1475,G
105407506,Jan/25/2021 20:53,Grapeee,Unusual Matrix,GNU C++17,1475,F
105423633,Jan/26/2021 01:25,Grapeee,Strange Beauty,GNU C++17,1475,G
105490980,Jan/26/2021 17:52,Grapeee,A Lot of Games,GNU C++17,455,B
105491183,Jan/26/2021 17:54,Grapeee,A Lot of Games,GNU C++17,455,B
105519845,Jan/27/2021 01:33,Grapeee,A Lot of Games,GNU C++17,455,B
105521072,Jan/27/2021 02:17,Grapeee,Sausage Maximization,GNU C++17,282,E
105670508,Jan/28/2021 16:31,Grapeee,Directional Move,GNU C++17,102942,A
105670615,Jan/28/2021 16:32,Grapeee,Make All Odd,GNU C++17,102942,B
105671121,Jan/28/2021 16:37,Grapeee,Team,GNU C++17,102942,C
105671716,Jan/28/2021 16:44,Grapeee,XOR Game,GNU C++17,102942,D
105672207,Jan/28/2021 16:50,Grapeee,Password,GNU C++17,102942,E
105672947,Jan/28/2021 16:58,Grapeee,Offer,GNU C++17,102942,F
105775683,Jan/28/2021 21:03,Grapeee,Nezzar and Board,GNU C++17,1478,D
105775734,Jan/28/2021 21:04,Grapeee,Nezzar and Colorful Balls,GNU C++17,1478,A
105775824,Jan/28/2021 21:04,Grapeee,Nezzar and Lucky Number,GNU C++17,1478,B
105833709,Jan/29/2021 14:20,Grapeee,Nezzar and Binary String,GNU C++17,1478,E
105833838,Jan/29/2021 14:22,Grapeee,Nezzar and Binary String,GNU C++17,1477,B
105968069,Jan/30/2021 02:29,Grapeee,K divisible Sum,GNU C++17,1476,A
105968084,Jan/30/2021 02:29,Grapeee,Inflation,GNU C++17,1476,B
105968111,Jan/30/2021 02:30,Grapeee,Longest Simple Cycle,GNU C++17,1476,C
105968199,Jan/30/2021 02:33,Grapeee,Journey,GNU C++17,1476,D
106275342,Feb/02/2021 14:35,Grapeee,Compress Words,GNU C++17,1200,E
106275707,Feb/02/2021 14:40,Grapeee,Compress Words,GNU C++17,1200,E
106276321,Feb/02/2021 14:47,Grapeee,Compress Words,GNU C++17,1200,E
106281325,Feb/02/2021 15:46,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106281837,Feb/02/2021 15:51,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106281977,Feb/02/2021 15:53,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106282067,Feb/02/2021 15:54,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106282113,Feb/02/2021 15:54,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106282284,Feb/02/2021 15:56,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106285056,Feb/02/2021 16:24,Grapeee,Adnan and the Burned drivers,GNU C++17,102163,E
106678938,Feb/06/2021 16:44,Grapeee,Space Navigation,GNU C++17,1481,A
106678963,Feb/06/2021 16:44,Grapeee,New Colony,GNU C++17,1481,B
106678981,Feb/06/2021 16:45,Grapeee,Fence Painting,GNU C++17,1481,C
106846367,Feb/07/2021 21:48,Grapeee,Yet Another String Game,GNU C++17,1480,A
106846471,Feb/07/2021 21:49,Grapeee,The Great Hero,GNU C++17,1480,B
106847131,Feb/07/2021 21:53,Grapeee,Searching Local Minimum,GNU C++17,1480,C
107066207,Feb/10/2021 17:17,Grapeee,Xenia and Tree,GNU C++17,342,E
107066528,Feb/10/2021 17:21,Grapeee,Xenia and Tree,GNU C++17,342,E
107066842,Feb/10/2021 17:25,Grapeee,Xenia and Tree,GNU C++17,342,E
107067670,Feb/10/2021 17:36,Grapeee,Xenia and Tree,GNU C++17,342,E
107069125,Feb/10/2021 17:55,Grapeee,Little Elephant and Array,GNU C++17,220,B
107091645,Feb/11/2021 01:50,Grapeee,Tree and Queries,GNU C++17,375,D
107092857,Feb/11/2021 03:10,Grapeee,Painting the Array I,GNU C++17,1480,D1
107092921,Feb/11/2021 03:14,Grapeee,Painting the Array I,GNU C++17,1480,D1
107092958,Feb/11/2021 03:16,Grapeee,Painting the Array I,GNU C++17,1480,D1
107092981,Feb/11/2021 03:18,Grapeee,Painting the Array I,GNU C++17,1480,D1
107133291,Feb/11/2021 17:57,Grapeee,Xenia and Tree,GNU C++17,342,E
107193419,Feb/12/2021 17:56,Grapeee,Add and Divide,GNU C++17,1485,A
107204437,Feb/12/2021 18:25,Grapeee,Replace and Keep Sorted,GNU C++17,1485,B
107245799,Feb/13/2021 01:53,Grapeee,Multiples and Power Differences,GNU C++17,1485,D
107246233,Feb/13/2021 02:20,Grapeee,Floor and Mod,GNU C++17,1485,C
107246255,Feb/13/2021 02:21,Grapeee,Floor and Mod,GNU C++17,1485,C
107371428,Feb/15/2021 01:30,Grapeee,Copy or Prefix Sum,GNU C++17,1485,F
107371565,Feb/15/2021 01:36,Grapeee,Copy or Prefix Sum,GNU C++17,1485,F
107372053,Feb/15/2021 02:00,Grapeee,Copy or Prefix Sum,GNU C++17,1485,F
107372110,Feb/15/2021 02:03,Grapeee,Copy or Prefix Sum,GNU C++17,1485,F
107372216,Feb/15/2021 02:10,Grapeee,Copy or Prefix Sum,GNU C++17,1485,F
107410215,Feb/15/2021 17:37,Grapeee,Arena,GNU C++17,1487,A
107468668,Feb/15/2021 19:32,Grapeee,Pythagorean Triples,GNU C++17,1487,D
107477006,Feb/15/2021 20:22,Grapeee,Cheap Dinner,GNU C++17,1487,E
107477125,Feb/15/2021 20:23,Grapeee,Cheap Dinner,GNU C++17,1487,E
107482040,Feb/15/2021 21:29,Grapeee,Cat Cycle,GNU C++17,1487,B
107492951,Feb/16/2021 02:31,Grapeee,Minimum Ties,GNU C++17,1487,C
107492965,Feb/16/2021 02:32,Grapeee,Minimum Ties,GNU C++17,1487,C
107493395,Feb/16/2021 03:00,Grapeee,Cheap Dinner,GNU C++17,1487,E
107495160,Feb/16/2021 04:44,Grapeee,Lomsat gelral,GNU C++17,600,E
107495814,Feb/16/2021 05:15,Grapeee,Tree Requests,GNU C++17,570,D
107642788,Feb/17/2021 01:27,Grapeee,Old Floppy Drive,GNU C++17,1490,G
107642876,Feb/17/2021 01:30,Grapeee,Accidental Victory,GNU C++17,1490,E
107642893,Feb/17/2021 01:31,Grapeee,Permutation Transformation,GNU C++17,1490,D
107642903,Feb/17/2021 01:31,Grapeee,Sum of Cubes,GNU C++17,1490,C
107642928,Feb/17/2021 01:32,Grapeee,Sum of Cubes,GNU C++17,1490,C
107642952,Feb/17/2021 01:33,Grapeee,Balanced Remainders,GNU C++17,1490,B
107642969,Feb/17/2021 01:33,Grapeee,Dense Array,GNU C++17,1490,A
107788362,Feb/18/2021 17:42,Grapeee,Shifting Stacks,GNU C++17,1486,A
107810148,Feb/18/2021 18:07,Grapeee,Eastern Exhibition,GNU C++17,1486,B
107853971,Feb/18/2021 19:26,Grapeee,Guessing the Greatest (easy version),GNU C++17,1486,C1
107854047,Feb/18/2021 19:27,Grapeee,Guessing the Greatest (hard version),GNU C++17,1486,C2
107984460,Feb/20/2021 02:12,Grapeee,Time Machine,GNU C++17,102757,A
107984609,Feb/20/2021 02:18,Grapeee,Modern Gladiator,GNU C++17,102757,B
107984704,Feb/20/2021 02:22,Grapeee,Light Festival,GNU C++17,102757,C
107984775,Feb/20/2021 02:26,Grapeee,Hieroglyph Sequences,GNU C++17,102757,E
107984990,Feb/20/2021 02:36,Grapeee,Maze Design,GNU C++17,102757,F
107985167,Feb/20/2021 02:46,Grapeee,Locked Out,GNU C++17,102757,G
107985822,Feb/20/2021 03:22,Grapeee,Best Thing Since Sliced Bread,GNU C++17,102757,D
107986064,Feb/20/2021 03:35,Grapeee,Max Median,GNU C++17,1486,D
107986134,Feb/20/2021 03:40,Grapeee,Max Median,GNU C++17,1486,D
108240180,Feb/23/2021 12:08,Grapeee,Three swimmers,GNU C++17,1492,A
108245626,Feb/23/2021 12:15,Grapeee,Card Deck,GNU C++17,1492,B
108257263,Feb/23/2021 12:34,Grapeee,Maximum width,GNU C++17,1492,C
108307402,Feb/23/2021 17:00,Grapeee,Genius's Gambit,GNU C++17,1492,D
108307497,Feb/23/2021 17:01,Grapeee,Genius's Gambit,GNU C++17,1492,D
108307530,Feb/23/2021 17:01,Grapeee,Genius's Gambit,GNU C++17,1492,D
108344256,Feb/24/2021 01:35,Grapeee,Maximum width,GNU C++17,1492,C
108504303,Feb/26/2021 02:44,Grapeee,Almost Fault Tolerant Database,GNU C++17,1492,E
108504337,Feb/26/2021 02:46,Grapeee,Almost Fault Tolerant Database,GNU C++17,1492,E
108670564,Feb/28/2021 16:38,Grapeee,K th Largest Value,GNU C++17,1491,A
108688799,Feb/28/2021 17:03,Grapeee,Minimal Cost,GNU C++17,1491,B
108886938,Mar/02/2021 17:50,Grapeee,ABC String,GNU C++17,1494,A
108899264,Mar/02/2021 18:10,Grapeee,Berland Crossword,GNU C++17,1494,B
109230891,Mar/06/2021 17:13,Grapeee,Anti knapsack,GNU C++17,1493,A
109241695,Mar/06/2021 17:33,Grapeee,Planet Lapituletti,GNU C++17,1493,B
109282823,Mar/06/2021 20:28,Grapeee,Wilbur and Array,GNU C++17,596,B
109520874,Mar/10/2021 01:37,Grapeee,Fedor and New Game,GNU C++17,467,B
109521277,Mar/10/2021 02:01,Grapeee,T primes,GNU C++17,230,B
109521344,Mar/10/2021 02:06,Grapeee,T primes,GNU C++17,230,B
109521508,Mar/10/2021 02:15,Grapeee,T primes,GNU C++17,230,B
109559741,Mar/10/2021 15:12,Grapeee,Split it!,GNU C++17,1496,A
109568466,Mar/10/2021 15:24,Grapeee,Max and Mex,GNU C++17,1496,B
109581319,Mar/10/2021 15:43,Grapeee,Diamond Miner,GNU C++17,1496,C
109629002,Mar/10/2021 17:48,Grapeee,Let's Go Hiking,GNU C++17,1496,D
109634665,Mar/10/2021 18:28,Grapeee,Nastya Studies Informatics,GNU C++17,992,B
109638135,Mar/10/2021 18:59,Grapeee,Product of Three Numbers,GNU C++17,1294,C
109660671,Mar/11/2021 01:35,Grapeee,Design Tutorial: Learn from Math,GNU C++17,472,A
109660767,Mar/11/2021 01:39,Grapeee,Fox and Number Game,GNU C++17,389,A
109660821,Mar/11/2021 01:42,Grapeee,I'm bored with life,GNU C++17,822,A
109660877,Mar/11/2021 01:46,Grapeee,Modular Exponentiation,GNU C++17,913,A
109660941,Mar/11/2021 01:49,Grapeee,Raising Bacteria,GNU C++17,579,A
109660965,Mar/11/2021 01:50,Grapeee,Raising Bacteria,GNU C++17,579,A
109662645,Mar/11/2021 03:13,Grapeee,Raising Bacteria,GNU C++17,579,A
109787505,Mar/12/2021 16:37,Grapeee,Caesar's Legions,GNU C++17,118,D
109924607,Mar/13/2021 23:57,Grapeee,Playlist for Polycarp (easy version),GNU C++17,1185,G1
109981230,Mar/14/2021 18:00,Grapeee,Kefa and Dishes,GNU C++17,580,D
110266252,Mar/18/2021 02:57,Grapeee,Square Free Division (easy version),GNU C++17,1497,E1
110266315,Mar/18/2021 02:59,Grapeee,Square Free Division (easy version),GNU C++17,1497,E1
110331857,Mar/18/2021 18:00,Grapeee,Domino on Windowsill,GNU C++17,1499,A
110339490,Mar/18/2021 18:09,Grapeee,Binary Removals,GNU C++17,1499,B
110350170,Mar/18/2021 18:25,Grapeee,Minimum Grid Path,GNU C++17,1499,C
110391263,Mar/18/2021 20:32,Grapeee,Minimum Grid Path,GNU C++17,1499,C
110391527,Mar/18/2021 20:35,Grapeee,Binary Removals,GNU C++17,1499,B
110625826,Mar/21/2021 16:21,Grapeee,Prison Break,GNU C++17,1484,A
110640463,Mar/21/2021 16:56,Grapeee,Restore Modulo,GNU C++17,1484,B
110690431,Mar/22/2021 03:27,Grapeee,Skyline Photo,GNU C++17,1482,E
110690470,Mar/22/2021 03:30,Grapeee,Skyline Photo,GNU C++17,1482,E
110690504,Mar/22/2021 03:31,Grapeee,Skyline Photo,GNU C++17,1482,E
110690726,Mar/22/2021 03:43,Grapeee,Skyline Photo,GNU C++17,1482,E
110690756,Mar/22/2021 03:44,Grapeee,Skyline Photo,GNU C++17,1482,E
110851258,Mar/24/2021 02:18,Grapeee,Dijkstra?,GNU C++17,20,C
110851279,Mar/24/2021 02:19,Grapeee,Dijkstra?,GNU C++17,20,C
110930274,Mar/24/2021 23:47,Grapeee,Meximization,GNU C++17,1497,A
110930980,Mar/25/2021 00:03,Grapeee,M arrays,GNU C++17,1497,B
111075878,Mar/25/2021 21:59,Grapeee,Strange Table,GNU C++17,1506,A
111076611,Mar/25/2021 22:09,Grapeee,Partial Replacement,GNU C++17,1506,B
111077850,Mar/25/2021 22:29,Grapeee,Double ended Strings,GNU C++17,1506,C
111078659,Mar/25/2021 22:41,Grapeee,Epic Transformation,GNU C++17,1506,D
111080067,Mar/25/2021 23:06,Grapeee,Restoring the Permutation,GNU C++17,1506,E
111083485,Mar/26/2021 00:30,Grapeee,Maximize the Remaining String,GNU C++17,1506,G
111083577,Mar/26/2021 00:33,Grapeee,Maximize the Remaining String,GNU C++17,1506,G
111232497,Mar/27/2021 21:00,Grapeee,Napoleon Cake,GNU C++17,1501,B
111341248,Mar/29/2021 14:25,Grapeee,Chocolate,GNU C++17,617,B
111357466,Mar/29/2021 17:39,Grapeee,GCD Sum,GNU C++17,1498,A
111374970,Mar/29/2021 18:05,Grapeee,Box Fitting,GNU C++17,1498,B
111389334,Mar/29/2021 18:42,Grapeee,Planar Reflections,GNU C++17,1498,C
111401013,Mar/29/2021 19:24,Grapeee,Two Houses,GNU C++17,1498,E
111510733,Mar/31/2021 00:28,Grapeee,Box Fitting,GNU C++17,1498,B
111510901,Mar/31/2021 00:34,Grapeee,Box Fitting,GNU C++17,1498,B
111738596,Apr/01/2021 22:54,Grapeee,Fibonacci Words,GNU C++17,1505,C
111872171,Apr/03/2021 17:39,Grapeee,Déjà Vu,GNU C++17,1504,A
111878261,Apr/03/2021 17:47,Grapeee,Flip the Bits,GNU C++17,1504,B
111941116,Apr/03/2021 20:50,Grapeee,3 Coloring,GNU C++17,1504,D
112401714,Apr/09/2021 20:23,Grapeee,Recover it!,GNU C++17,1176,D
112665492,Apr/11/2021 17:42,Grapeee,Array and Peaks,GNU C++17,1513,A
112671980,Apr/11/2021 17:53,Grapeee,Add One,GNU C++17,1513,C
112680685,Apr/11/2021 18:11,Grapeee,AND Sequences,GNU C++17,1513,B
112715157,Apr/11/2021 20:36,Grapeee,GCD and MST,GNU C++17,1513,D
112717680,Apr/11/2021 21:05,Grapeee,Add One,GNU C++17,1513,C
112717834,Apr/11/2021 21:07,Grapeee,Add One,GNU C++17,1513,C
112858305,Apr/12/2021 19:42,Grapeee,Review Site,GNU C++17,1511,A
