#,When,Who,Problem_name,Lang,Number,Character
52124930,Mar/31/2019 20:08,Bsher,The Hell Boy,GNU C++14,101532,J
52132452,Apr/01/2019 00:52,Bsher,Serial Time!,GNU C++14,60,B
52133423,Apr/01/2019 02:12,Bsher,Xenia and Divisors,GNU C++14,342,A
52246328,Apr/02/2019 22:18,Bsher,"Alice, Bob and Chocolate",GNU C++14,6,C
52248700,Apr/03/2019 00:04,Bsher,Equal Sums,GNU C++14,988,C
52249328,Apr/03/2019 00:43,Bsher,Color the Fence,GNU C++14,349,B
52249431,Apr/03/2019 00:50,Bsher,Color the Fence,GNU C++14,349,B
52249930,Apr/03/2019 01:25,Bsher,Vasya and String,GNU C++14,676,C
52427026,Apr/06/2019 22:49,Bsher,Ilya and a Colorful Walk,GNU C++14,1119,A
52429309,Apr/07/2019 00:11,Bsher,Alyona and a Narrow Fridge,GNU C++14,1119,B
52430228,Apr/07/2019 01:02,Bsher,Pavel and Triangles,GNU C++14,1119,E
52430813,Apr/07/2019 01:39,Bsher,GCD Table,GNU C++14,583,C
52460337,Apr/07/2019 16:11,Bsher,Travelling Salesman,GNU C++14,100712,F
52462247,Apr/07/2019 16:55,Bsher,Asya And Kittens,GNU C++14,1131,F
52474180,Apr/07/2019 23:51,Bsher,Little Girl and Maximum Sum,GNU C++14,276,C
52488110,Apr/08/2019 13:19,Bsher,Phone Numbers,GNU C++14,940,C
52491400,Apr/08/2019 14:49,Bsher,Convenient For Everybody,GNU C++14,939,C
52502897,Apr/08/2019 20:02,Bsher,Team,GNU C++14,401,C
52502953,Apr/08/2019 20:03,Bsher,Large Bouquets,GNU C++14,926,G
52585256,Apr/11/2019 01:57,Bsher,Minimize the error,GNU C++14,960,B
52585298,Apr/11/2019 02:00,Bsher,Sum of Digits,GNU C++14,102,B
52602207,Apr/11/2019 15:26,Bsher,Lakes in Berland,GNU C++14,723,D
52602738,Apr/11/2019 15:39,Bsher,Lakes in Berland,GNU C++14,723,D
52604384,Apr/11/2019 16:18,Bsher,Permute Digits,GNU C++14,915,C
52613913,Apr/11/2019 20:21,Bsher,Longest k Good Segment,GNU C++14,616,D
52615840,Apr/11/2019 21:23,Bsher,Design Tutorial: Inverse the Problem,GNU C++14,472,D
52621912,Apr/12/2019 01:33,Bsher,Playing With Strings,GNU C++14,101020,I
52659972,Apr/13/2019 00:47,Bsher,The Best Strategy,GNU C++14,101020,F
52685461,Apr/13/2019 17:12,Bsher,Serval and Bus,GNU C++14,1153,A
52692671,Apr/13/2019 17:31,Bsher,Serval and Toy Bricks,GNU C++14,1153,B
52702763,Apr/13/2019 18:09,Bsher,Serval and Parenthesis Sequence,GNU C++14,1153,C
52754433,Apr/14/2019 18:55,Bsher,Watching TV,GNU C++14,101498,A
52754538,Apr/14/2019 18:59,Bsher,Longest Prefix,GNU C++14,101498,B
52754662,Apr/14/2019 19:03,Bsher,Lunch Break,GNU C++14,101498,C
52754924,Apr/14/2019 19:13,Bsher,Car Factory,GNU C++14,101498,E
52758511,Apr/14/2019 21:44,Bsher,Palindrome Number,GNU C++14,101498,H
52761004,Apr/14/2019 23:44,Bsher,Counting Paths,GNU C++14,101498,D
52761742,Apr/15/2019 00:27,Bsher,Almost Prime,GNU C++14,26,A
52762932,Apr/15/2019 01:52,Bsher,Mafia,GNU C++14,349,C
52771542,Apr/15/2019 12:09,Bsher,Super Subarray,GNU C++14,101498,G
52792764,Apr/15/2019 21:25,Bsher,Good Sequences,GNU C++14,264,B
52796245,Apr/15/2019 23:58,Bsher,Superhero Battle,GNU C++14,1141,E
52797085,Apr/16/2019 00:56,Bsher,Annoying Present,GNU C++14,1009,C
52797575,Apr/16/2019 01:33,Bsher,Cyclic Components,GNU C++14,977,E
52828730,Apr/16/2019 17:38,Bsher,Restoring Three Numbers,GNU C++14,1154,A
52833527,Apr/16/2019 17:47,Bsher,Make Them Equal,GNU C++14,1154,B
52884368,Apr/17/2019 06:46,Bsher,Sushi for Two,GNU C++14,1138,A
52898920,Apr/17/2019 13:17,Bsher,Sereja and Brackets,GNU C++14,380,C
52911740,Apr/17/2019 17:21,Bsher,Skyscrapers,GNU C++14,1138,C
52915978,Apr/17/2019 18:52,Bsher,A. Can Shahhoud Solve it?,GNU C++14,101801,A
52916269,Apr/17/2019 18:58,Bsher,L. Odd and Even Count,GNU C++14,101801,L
52916540,Apr/17/2019 19:04,Bsher,F. Nim Cheater,GNU C++14,101801,F
52916604,Apr/17/2019 19:06,Bsher,B. Defeat the Monsters,GNU C++14,101801,B
52917661,Apr/17/2019 19:29,Bsher,I. Odd and Even Queries,GNU C++14,101801,I
52918198,Apr/17/2019 19:41,Bsher,C. UCL Game Night,GNU C++14,101801,C
52918441,Apr/17/2019 19:47,Bsher,E. Create Your Own Nim Game,GNU C++14,101801,E
52925019,Apr/17/2019 22:59,Bsher,H. Don’t Ever Ask a Girl for her Codeforces Account,GNU C++14,101801,H
52940693,Apr/18/2019 12:04,Bsher,Gourmet Cat,GNU C++14,1154,C
52941119,Apr/18/2019 12:17,Bsher,Walking Robot,GNU C++14,1154,D
52950849,Apr/18/2019 14:49,Bsher,Two Teams,GNU C++14,1154,E
52965931,Apr/18/2019 18:59,Bsher,Maxim and Biology,GNU C++14,1151,A
52976504,Apr/18/2019 19:51,Bsher,Dima and a Bad XOR,GNU C++14,1151,B
52990016,Apr/19/2019 00:12,Bsher,Camp Schedule,GNU C++14,1138,D
52996384,Apr/19/2019 07:09,Bsher,Parallelepiped,GNU C++14,224,A
52997419,Apr/19/2019 07:59,Bsher,Array,GNU C++14,224,B
52998480,Apr/19/2019 08:43,Bsher,Stas and the Queue at the Buffet,GNU C++14,1151,D
53019209,Apr/19/2019 18:39,Bsher,Covered Path,GNU C++14,534,B
53023411,Apr/19/2019 20:39,Bsher,Fibonacci ish,GNU C++14,633,D
53058238,Apr/20/2019 21:09,Bsher,"Love ""A""",GNU C++14,1146,A
53061675,Apr/20/2019 21:23,Bsher,"Hate ""A""",GNU C++14,1146,B
53076819,Apr/21/2019 01:11,Bsher,Spreadsheet,GNU C++14,1,B
53089187,Apr/21/2019 13:22,Bsher,Ya Rajaie and Books,GNU C++14,101102,E
53089471,Apr/21/2019 13:30,Bsher,Cinema,GNU C++14,101102,H
53090923,Apr/21/2019 14:11,Bsher,Coins,GNU C++14,101102,A
53091020,Apr/21/2019 14:13,Bsher,Exchange,GNU C++14,101102,F
53094649,Apr/21/2019 15:55,Bsher,The Little Match Girl,GNU C++14,101102,B
53095622,Apr/21/2019 16:23,Bsher,Bored Judge,GNU C++14,101102,C
53098826,Apr/21/2019 18:08,Bsher,Divisible Numbers,GNU C++14,101102,J
53128980,Apr/22/2019 17:41,Bsher,Reverse a Substring,GNU C++14,1155,A
53143451,Apr/22/2019 18:21,Bsher,Alarm Clocks Everywhere,GNU C++14,1155,C
53167359,Apr/22/2019 21:47,Bsher,Game with Telephone Numbers,GNU C++14,1155,B
53209669,Apr/24/2019 06:42,Bsher,I.O.U.,GNU C++14,376,B
53209815,Apr/24/2019 06:57,Bsher,Lever,GNU C++14,376,A
53227506,Apr/24/2019 17:39,Bsher,Neko Finds Grapes,GNU C++14,1152,A
53268939,Apr/25/2019 07:38,Bsher,Neko and Aki's Prank,GNU C++14,1152,D
53269569,Apr/25/2019 08:11,Bsher,Neko Performs Cat Furrier Transform,GNU C++14,1152,B
53283730,Apr/25/2019 16:04,Bsher,Maximum Submatrix 2,GNU C++14,376,D
53298347,Apr/25/2019 21:47,Bsher,The Wu,GNU C++14,1017,D
53368798,Apr/26/2019 20:08,Bsher,Long Number,GNU C++14,1157,B
53369910,Apr/26/2019 20:27,Bsher,Increasing Subsequence (easy version),GNU C++14,1157,C1
53375454,Apr/26/2019 22:28,Bsher,Reachable Numbers,GNU C++14,1157,A
53376600,Apr/26/2019 22:55,Bsher,Minimum Array,GNU C++14,1157,E
53438891,Apr/28/2019 00:17,Bsher,The Art of Dealing with ATM,GNU C++14,524,C
53480835,Apr/28/2019 22:45,Bsher,Increasing Subsequence (hard version),GNU C++14,1157,C2
53498315,Apr/29/2019 15:59,Bsher,Vessels,GNU C++14,371,D
53503241,Apr/29/2019 17:42,Bsher,Stock Arbitraging,GNU C++14,1150,A
53506225,Apr/29/2019 17:48,Bsher,Tiling Challenge,GNU C++14,1150,B
53528053,Apr/29/2019 20:59,Bsher,Prefix Sum Primes,GNU C++14,1150,C
53530118,Apr/29/2019 22:35,Bsher,Bear and Prime Numbers,GNU C++14,385,C
53579285,Apr/30/2019 17:44,Bsher,Book Reading,GNU C++14,884,A
53579479,Apr/30/2019 17:50,Bsher,Japanese Crosswords Strike Back,GNU C++14,884,B
53625924,May/01/2019 18:18,Bsher,Inscribed Figures,GNU C++14,1156,A
53644709,May/01/2019 21:14,Bsher,Ugly Pairs,GNU C++14,1156,B
53647044,May/01/2019 22:47,Bsher,Match Points,GNU C++14,1156,C
53655243,May/02/2019 07:15,Bsher,Powerful array,GNU C++14,86,D
53655379,May/02/2019 07:21,Bsher,Little Elephant and Array,GNU C++14,221,D
53656591,May/02/2019 08:15,Bsher,Special Segments of Permutation,GNU C++14,1156,E
53660752,May/02/2019 10:34,Bsher,Ant colony,GNU C++14,474,F
53661323,May/02/2019 10:52,Bsher,Ant colony,GNU C++14,474,F
53717817,May/03/2019 23:01,Bsher,Array,GNU C++14,57,C
53734953,May/04/2019 12:01,Bsher,Array,GNU C++14,57,C
53735584,May/04/2019 12:23,Bsher,Cahokia ruins,GNU C++14,101064,C
53735585,May/04/2019 12:23,Bsher,Black Hills golden jewels,GNU C++14,101064,D
53736552,May/04/2019 14:10,Bsher,Mount Rushmore and Birthdays,GNU C++14,101064,K
53736980,May/04/2019 14:26,Bsher,Pop Divas,GNU C++14,101064,H
53748159,May/04/2019 20:14,Bsher,Zoning Restrictions Again,GNU C++14,1162,A
53749732,May/04/2019 20:22,Bsher,Double Matrix,GNU C++14,1162,B
53805550,May/06/2019 03:05,Bsher,Magic Numbers,GNU C++14,628,D
53821974,May/06/2019 16:42,Bsher,Xenia and Tree,GNU C++14,342,E
53827069,May/06/2019 19:54,Bsher,Holes,GNU C++14,13,E
53828498,May/06/2019 21:02,Bsher,New Year Tree,GNU C++14,620,E
53831955,May/06/2019 23:55,Bsher,Queue,GNU C++14,91,B
53833511,May/07/2019 02:10,Bsher,A Heap of Heaps,GNU C++14,538,F
53845941,May/07/2019 13:56,Bsher,Propagating tree,GNU C++14,384,E
53887658,May/08/2019 22:40,Bsher,Music,GNU C++14,569,A
53887879,May/08/2019 22:54,Bsher,Inventory,GNU C++14,569,B
53889001,May/09/2019 00:04,Bsher,Primes or Palindromes?,GNU C++14,569,C
53889599,May/09/2019 00:55,Bsher,Position in Fraction,GNU C++14,900,B
53890267,May/09/2019 01:52,Bsher,Feed the cat,GNU C++14,955,A
53912054,May/09/2019 18:17,Bsher,Eating Soup,GNU C++14,1163,A
53921983,May/09/2019 19:10,Bsher,Cat Party (Easy Edition),GNU C++14,1163,B1
53934925,May/09/2019 23:56,Bsher,Cat Party (Hard Edition),GNU C++14,1163,B2
53935976,May/10/2019 00:45,Bsher,Subsequences,GNU C++14,597,C
53936517,May/10/2019 01:12,Bsher,Enemy is weak,GNU C++14,61,E
53937535,May/10/2019 02:12,Bsher,Valera and Queries,GNU C++14,369,E
54028737,May/12/2019 17:38,Bsher,A pile of stones,GNU C++14,1159,A
54039292,May/12/2019 18:40,Bsher,Expansion coefficient of the array,GNU C++14,1159,B
54052031,May/13/2019 00:23,Bsher,Same Sum Blocks (Hard),GNU C++14,1141,F2
54060363,May/13/2019 13:54,Bsher,Lucky Number 2,GNU C++14,146,D
54104878,May/14/2019 17:55,Bsher,Polycarp Training,GNU C++14,1165,B
54107714,May/14/2019 18:02,Bsher,Good String,GNU C++14,1165,C
54110881,May/14/2019 18:11,Bsher,Almost All Divisors,GNU C++14,1165,D
54147732,May/14/2019 23:41,Bsher,Two Arrays and Sum of Functions,GNU C++14,1165,E
54147922,May/14/2019 23:48,Bsher,Remainder,GNU C++14,1165,A
54179236,May/15/2019 17:39,Bsher,Telephone Number,GNU C++14,1167,A
54215955,May/16/2019 00:22,Bsher,News Distribution,GNU C++14,1167,C
54216114,May/16/2019 00:39,Bsher,Bicolored RBS,GNU C++14,1167,D
54252299,May/16/2019 20:54,Bsher,Hamming Distance Sum,GNU C++14,608,B
54255001,May/16/2019 22:26,Bsher,Almost Arithmetic Progression,GNU C++14,978,D
54255834,May/16/2019 22:55,Bsher,Letters,GNU C++14,978,C
54256858,May/16/2019 23:39,Bsher,Parade,GNU C++14,733,B
54285445,May/17/2019 18:11,Bsher,Silent Classroom,GNU C++14,1166,A
54294396,May/17/2019 18:41,Bsher,All the Vowels Please,GNU C++14,1166,B
54298019,May/17/2019 18:56,Bsher,A Tale of Two Lands,GNU C++14,1166,C
54414564,May/20/2019 14:51,Bsher,Points and Powers of Two,GNU C++14,988,D
54487199,May/22/2019 16:41,Bsher,Nested Segments,GNU C++14,976,C
54487330,May/22/2019 16:45,Bsher,History,GNU C++14,137,C
54490502,May/22/2019 18:12,Bsher,Beautiful Numbers,GNU C++14,300,C
54501476,May/23/2019 00:16,Bsher,Shaass and Lights,GNU C++14,294,C
54502537,May/23/2019 02:53,Bsher,Magic Five,GNU C++14,327,C
54537673,May/23/2019 23:57,Bsher,Xor sequences,GNU C++14,691,E
54698299,May/26/2019 23:30,Bsher,Circle Metro,GNU C++14,1169,A
54699337,May/27/2019 00:23,Bsher,Pairs,GNU C++14,1169,B
54700776,May/27/2019 02:05,Bsher,Points on Line,GNU C++14,251,A
54720440,May/27/2019 20:06,Bsher,Magic Formulas,GNU C++14,424,C
54729481,May/28/2019 01:00,Bsher,Increasing by Modulo,GNU C++14,1169,C
54778822,May/28/2019 22:47,Bsher,Digital Root,GNU C++14,10,C
54782441,May/29/2019 02:44,Bsher,No to Palindromes!,GNU C++14,464,A
54783366,May/29/2019 04:13,Bsher,Win or Freeze,GNU C++14,150,A
54995100,Jun/03/2019 01:18,Bsher,Classy Numbers,GNU C++14,1036,C
54995199,Jun/03/2019 01:26,Bsher,Classy Numbers,GNU C++14,1036,C
54996101,Jun/03/2019 02:54,Bsher,Matrix,GNU C++14,364,A
55019870,Jun/03/2019 17:07,Bsher,Ehab Fails to Be Thanos,GNU C++14,1174,A
55033378,Jun/03/2019 17:39,Bsher,Ehab and a Special Coloring Problem,GNU C++14,1174,C
55038236,Jun/03/2019 17:58,Bsher,Ehab Is an Odd Person,GNU C++14,1174,B
55054109,Jun/03/2019 21:17,Bsher,Another One Bites The Dust,GNU C++14,1148,A
55056409,Jun/03/2019 22:13,Bsher,Dirty Deeds Done Dirt Cheap,GNU C++14,1148,D
55058365,Jun/03/2019 23:17,Bsher,Crazy Diamond,GNU C++14,1148,C
55060057,Jun/04/2019 00:40,Bsher,Born This Way,GNU C++14,1148,B
55078496,Jun/04/2019 12:43,Bsher,Chrome Tabs,GNU C++14,101608,A
55078933,Jun/04/2019 12:54,Bsher,A message for you!,GNU C++14,101608,C
55079085,Jun/04/2019 12:58,Bsher,OverCode,GNU C++14,101608,B
55080987,Jun/04/2019 13:42,Bsher,Test Cases,GNU C++14,101608,D
55081882,Jun/04/2019 14:03,Bsher,WiFi Password,GNU C++14,101608,G
55086137,Jun/04/2019 15:38,Bsher,Winning Cells,GNU C++14,101608,M
55094431,Jun/04/2019 19:17,Bsher,Falling Anvils,GNU C++14,77,B
55103361,Jun/05/2019 01:36,Bsher,Magic Gems,GNU C++14,1117,D
55181871,Jun/06/2019 02:30,Bsher,Views Matter,GNU C++14,1061,B
55183322,Jun/06/2019 04:21,Bsher,"Prizes, Prizes, more Prizes",GNU C++14,208,D
55183796,Jun/06/2019 04:50,Bsher,Vasya and Chess,GNU C++14,493,D
55197202,Jun/06/2019 12:01,Bsher,Unbearable Controversy of Being,GNU C++14,489,D
55197365,Jun/06/2019 12:05,Bsher,Colorful Graph,GNU C++14,246,D
55199994,Jun/06/2019 13:10,Bsher,Little Girl and Maximum XOR,GNU C++14,276,D
55200133,Jun/06/2019 13:13,Bsher,Magic Box,GNU C++14,231,D
55216962,Jun/06/2019 20:17,Bsher,Password,GNU C++14,126,B
55220113,Jun/06/2019 22:00,Bsher,Lucky Common Subsequence,GNU C++14,346,B
55244766,Jun/07/2019 15:10,Bsher,Nauuo and Votes,GNU C++14,1173,A
55257027,Jun/07/2019 15:55,Bsher,Nauuo and Chess,GNU C++14,1173,B
55261520,Jun/07/2019 16:27,Bsher,Nauuo and Circle,GNU C++14,1173,D
55314000,Jun/08/2019 22:42,Bsher,Substring,GNU C++14,919,D
55339922,Jun/09/2019 17:43,Bsher,Divide it!,GNU C++14,1176,A
55342569,Jun/09/2019 17:48,Bsher,Merge it!,GNU C++14,1176,B
55348601,Jun/09/2019 18:03,Bsher,Lose it!,GNU C++14,1176,C
55358753,Jun/09/2019 18:38,Bsher,Cover it!,GNU C++14,1176,E
55495633,Jun/12/2019 15:25,Bsher,Rearrange Columns,GNU C++14,102215,B
55497811,Jun/12/2019 16:29,Bsher,Deck Sorting,GNU C++14,102215,K
55499887,Jun/12/2019 17:32,Bsher,Inscribed Circle,GNU C++14,102215,L
55501025,Jun/12/2019 18:05,Bsher,Rooms and Passages,GNU C++14,102215,A
55502552,Jun/12/2019 18:51,Bsher,Third Party Software   2,GNU C++14,102215,E
55504251,Jun/12/2019 19:52,Bsher,Jumps on a Circle,GNU C++14,102215,C
55538583,Jun/13/2019 21:03,Bsher,From Hero to Zero,GNU C++14,1175,A
55539022,Jun/13/2019 21:22,Bsher,Catch Overflow!,GNU C++14,1175,B
55559590,Jun/14/2019 14:54,Bsher,Electrification,GNU C++14,1175,C
55563367,Jun/14/2019 16:55,Bsher,Array Splitting,GNU C++14,1175,D
55564769,Jun/14/2019 17:45,Bsher,,GNU C++14,102190,A
55565489,Jun/14/2019 18:11,Bsher,,GNU C++14,102190,F
55566207,Jun/14/2019 18:33,Bsher,,GNU C++14,102190,H
55567866,Jun/14/2019 19:39,Bsher,,GNU C++14,102190,L
55574541,Jun/15/2019 00:59,Bsher,,GNU C++14,102190,I
55576107,Jun/15/2019 04:04,Bsher,Xor tree,GNU C++14,430,C
55599023,Jun/15/2019 19:56,Bsher,Recover it!,GNU C++14,1176,D
55685724,Jun/17/2019 18:22,Bsher,Geometry,GNU C++14,100814,F
55686570,Jun/17/2019 18:48,Bsher,Salem,GNU C++14,100814,I
55686914,Jun/17/2019 18:57,Bsher,Unlucky Teacher,GNU C++14,100814,B
55692767,Jun/17/2019 22:11,Bsher,Arcade Game,GNU C++14,100814,A
55693832,Jun/17/2019 22:55,Bsher,Frozen Rivers,GNU C++14,100814,D
55696297,Jun/18/2019 01:31,Bsher,PhD math,GNU C++14,100814,K
55697279,Jun/18/2019 03:05,Bsher,It is all about wisdom,GNU C++14,100814,G
55713792,Jun/18/2019 14:39,Bsher,Palmyra,GNU C++14,100814,E
55719815,Jun/18/2019 17:41,Bsher,Valid BFS?,GNU C++14,1037,D
55725924,Jun/18/2019 20:43,Bsher,Lost Numbers,GNU C++14,1167,B
55729909,Jun/18/2019 23:17,Bsher,Lost Numbers,GNU C++14,1167,B
55800384,Jun/19/2019 21:55,Bsher,Ropewalkers,GNU C++14,1185,A
55805628,Jun/20/2019 01:01,Bsher,Email from Polycarp,GNU C++14,1185,B
55806564,Jun/20/2019 02:10,Bsher,Playlist for Polycarp (easy version),GNU C++14,1185,G1
55808530,Jun/20/2019 04:37,Bsher,Extra Element,GNU C++14,1185,D
55811052,Jun/20/2019 06:46,Bsher,Two Pizzas,GNU C++14,1185,F
55813316,Jun/20/2019 08:12,Bsher,Polycarp and Snakes,GNU C++14,1185,E
55831191,Jun/20/2019 16:14,Bsher,Exam in BerSU (easy version),GNU C++14,1185,C1
55831599,Jun/20/2019 16:25,Bsher,Exam in BerSU (hard version),GNU C++14,1185,C2
55845536,Jun/21/2019 00:02,Bsher,The least round way,GNU C++14,2,B
55876718,Jun/21/2019 20:10,Bsher,Alex and a Rhombus,GNU C++14,1180,A
55885027,Jun/21/2019 20:37,Bsher,Nick and Array,GNU C++14,1180,B
55914514,Jun/22/2019 07:37,Bsher,Destroying Array,GNU C++14,722,C
55930325,Jun/22/2019 14:09,Bsher,Ehab and the Expected XOR Problem,GNU C++14,1174,D
55974810,Jun/23/2019 19:50,Bsher,Shooshuns and Sequence,GNU C++14,222,A
55975062,Jun/23/2019 19:59,Bsher,Cosmic Tables,GNU C++14,222,B
55977410,Jun/23/2019 21:24,Bsher,Decoding Genome,GNU C++14,222,E
55982158,Jun/24/2019 01:19,Bsher,Reducing Fractions,GNU C++14,222,C
55995059,Jun/24/2019 12:53,Bsher,Coach,GNU C++14,102254,C
55995587,Jun/24/2019 13:12,Bsher,Building Bridges,GNU C++14,102254,B
55996049,Jun/24/2019 13:29,Bsher,Friendship Matters,GNU C++14,102254,F
55996597,Jun/24/2019 13:48,Bsher,Grade Concept,GNU C++14,102254,G
55997718,Jun/24/2019 14:24,Bsher,Donimo's,GNU C++14,102254,D
55998097,Jun/24/2019 14:36,Bsher,Arnon Degree of Separation,GNU C++14,102254,A
56007479,Jun/24/2019 19:19,Bsher,Zero or One,GNU C++14,101473,A
56007677,Jun/24/2019 19:26,Bsher,Dangerous Dive,GNU C++14,101473,E
56008266,Jun/24/2019 19:43,Bsher,Triangles,GNU C++14,101473,F
56010490,Jun/24/2019 20:51,Bsher,Patches,GNU C++14,101473,I
56011060,Jun/24/2019 21:07,Bsher,Folding Machine,GNU C++14,101473,D
56013899,Jun/24/2019 22:44,Bsher,Trucks,GNU C++14,101473,J
56015426,Jun/24/2019 23:47,Bsher,Lines of Containers,GNU C++14,101473,G
56016637,Jun/25/2019 00:50,Bsher,Boss,GNU C++14,101473,C
56018093,Jun/25/2019 02:33,Bsher,Buses,GNU C++14,101473,H
56031393,Jun/25/2019 12:43,Bsher,Jumps,GNU C++14,101341,D
56031753,Jun/25/2019 12:56,Bsher,Last Man Standing,GNU C++14,101341,M
56033573,Jun/25/2019 13:57,Bsher,Pursuing the Happiness,GNU C++14,101341,B
56034390,Jun/25/2019 14:21,Bsher,Urn with Balls,GNU C++14,101341,C
56034786,Jun/25/2019 14:32,Bsher,I love Codeforces,GNU C++14,101341,G
56035548,Jun/25/2019 14:53,Bsher,Perfect Ban,GNU C++14,101341,H
56040458,Jun/25/2019 17:05,Bsher,Bonuses and Teleports,GNU C++14,101341,E
56041945,Jun/25/2019 17:43,Bsher,Competitions,GNU C++14,101341,K
56047096,Jun/25/2019 20:09,Bsher,High Hopes,GNU C++14,102254,H
56059338,Jun/26/2019 07:05,Bsher,Popcorn,GNU C++14,101147,D
56059693,Jun/26/2019 07:27,Bsher,Commandos,GNU C++14,101147,H
56060224,Jun/26/2019 07:57,Bsher,Jumping,GNU C++14,101147,E
56061601,Jun/26/2019 08:48,Bsher,The Galactic Olympics,GNU C++14,101147,G
56080409,Jun/26/2019 17:38,Bsher,Nearest Interesting Number,GNU C++14,1183,A
56083825,Jun/26/2019 17:44,Bsher,Equalize Prices,GNU C++14,1183,B
56090533,Jun/26/2019 17:58,Bsher,Computer Game,GNU C++14,1183,C
56095478,Jun/26/2019 18:12,Bsher,Candy Box (easy version),GNU C++14,1183,D
56450561,Jul/03/2019 00:52,Bsher,The Tag Game,GNU C++14,813,C
56472541,Jul/03/2019 14:48,Bsher,Dice Game,GNU C++14,100502,D
56473222,Jul/03/2019 15:04,Bsher,Opening Ceremony,GNU C++14,100502,E
56473618,Jul/03/2019 15:14,Bsher,Train Passengers,GNU C++14,100502,K
56476045,Jul/03/2019 16:11,Bsher,Clock Pictures,GNU C++14,100502,H
56478864,Jul/03/2019 18:01,Bsher,Amanda Lounges,GNU C++14,100502,A
56488321,Jul/03/2019 22:43,Bsher,Outing,GNU C++14,100502,G
56510045,Jul/04/2019 12:54,Bsher,Essay Time,GNU C++11,102254,E
56516191,Jul/04/2019 15:49,Bsher,Good Substrings,GNU C++17,271,D
56533985,Jul/05/2019 01:08,Bsher,Polycarp's phone book,GNU C++17,858,D
56534102,Jul/05/2019 01:16,Bsher,Polycarp's phone book,GNU C++17,858,D
56534124,Jul/05/2019 01:18,Bsher,Polycarp's phone book,GNU C++17,858,D
56596522,Jul/05/2019 22:48,Bsher,Vasiliy's Multiset,GNU C++17,706,D
56629232,Jul/06/2019 18:24,Bsher,DRM Messages,GNU C++17,101673,C
56629697,Jul/06/2019 18:37,Bsher,Sheba's Amoebas,GNU C++17,101673,H
56631066,Jul/06/2019 19:20,Bsher,Game of Throwns,GNU C++17,101673,D
56632385,Jul/06/2019 20:13,Bsher,Keeping On Track,GNU C++17,101673,F
56636659,Jul/06/2019 23:06,Bsher,A Question of Ingestion,GNU C++17,101673,G
56636831,Jul/06/2019 23:15,Bsher,A Question of Ingestion,GNU C++17,101673,G
56639680,Jul/07/2019 02:46,Bsher,Covered Points Count,GNU C++17,1000,C
56639702,Jul/07/2019 02:48,Bsher,Covered Points Count,GNU C++17,1000,C
56684307,Jul/07/2019 23:48,Bsher,Greg and Graph,GNU C++17,295,B
56684577,Jul/08/2019 00:03,Bsher,Greg and Graph,GNU C++17,296,D
56702418,Jul/08/2019 12:43,Bsher,Judging Moose,GNU C++17,101572,J
56705202,Jul/08/2019 13:49,Bsher,Galactic Collegiate Programming Contest,GNU C++17,101572,G
56706141,Jul/08/2019 14:08,Bsher,Best Relay Team,GNU C++14,101572,B
56710174,Jul/08/2019 15:28,Bsher,Import Spaghetti,GNU C++17,101572,I
56712862,Jul/08/2019 16:22,Bsher,Distinctive Character,GNU C++17,101572,D
56714136,Jul/08/2019 16:54,Bsher,Kayaking Trip,GNU C++14,101572,K
56725252,Jul/08/2019 22:16,Bsher,A Simple Task,GNU C++17,11,D
56734116,Jul/09/2019 06:49,Bsher,Sausage Maximization,GNU C++17,282,E
56742024,Jul/09/2019 11:07,Bsher,Reberland Linguistics,GNU C++17,667,C
56797737,Jul/10/2019 16:10,Bsher,Mike and Cellphone,GNU C++17,689,A
56806381,Jul/10/2019 17:00,Bsher,Mike and Shortcuts,GNU C++17,689,B
57273055,Jul/18/2019 12:39,Bsher,If at first you don't succeed...,GNU C++17,991,A
57273364,Jul/18/2019 12:47,Bsher,Getting an A,GNU C++17,991,B
57273851,Jul/18/2019 13:00,Bsher,Candies,GNU C++17,991,C
57274774,Jul/18/2019 13:23,Bsher,Bishwock,GNU C++17,991,D
57294788,Jul/18/2019 21:37,Bsher,Bus Number,GNU C++17,991,E
57296944,Jul/18/2019 22:52,Bsher,Pizza Separation,GNU C++17,895,A
57330136,Jul/19/2019 16:47,Bsher,Divisibility,GNU C++14,100484,A
57333182,Jul/19/2019 18:00,Bsher,Dictionary,GNU C++14,100484,F
57334028,Jul/19/2019 18:19,Bsher,Cow Acrobats,GNU C++14,100484,L
57374500,Jul/20/2019 15:03,Bsher,Hat Xor,GNU C++17,101962,E
57376410,Jul/20/2019 15:45,Bsher,Rei do Cangaço,GNU C++17,101962,K
57378530,Jul/20/2019 16:35,Bsher,Colonial Mansions,GNU C++17,101962,I
57381078,Jul/20/2019 17:35,Bsher,Color Changing Sofa,GNU C++14,101962,B
57385464,Jul/20/2019 18:36,Bsher,XK Segments,GNU C++17,895,B
57427904,Jul/21/2019 00:46,Bsher,Square Subsets,GNU C++17,895,C
57428824,Jul/21/2019 01:40,Bsher,SUM and REPLACE,GNU C++17,920,F
57450991,Jul/21/2019 12:43,Bsher,Magic Multiple,GNU C++17,101656,B
57452012,Jul/21/2019 13:05,Bsher,Good Versus Evil,GNU C++17,101656,A
57452176,Jul/21/2019 13:08,Bsher,Tongues,GNU C++14,101656,L
57453143,Jul/21/2019 13:29,Bsher,Saruman’s Level Up,GNU C++17,101656,G
