Student,Problem Name,A,B,C,D,J,E,L,K,G,H,B1,B2,G1,F,I,M,B3,D1,D2,Y,X,Z,R,N,L1,L2,C1,F1,E1,C2,100,F2,E2,Q,P,A1,A2,O,U,W,T,G3,G2,F3,1,S,101,H1,H2,123,problem_difficulty,solving_times,Tag_binarysearch,Tag_bitmasks,Tag_bruteforce,Tag_constructivealgorithms,Tag_datastructures,Tag_dp,Tag_expressionparsing,Tag_graphmatchings,Tag_greedy,Tag_hashing,Tag_implementation,Tag_math,Tag_numbertheory,Tag_shortestpaths,Tag_sortings,Tag_specialproblem,Tag_strings,Tag_twopointers,Problem Class A,Problem Class B,previous_solved_problems_count,y,الأساسيات,أنواع البيانات,المتغيرات,التعامل مع الأعداد,التعامل مع النصوص,العوامل,المصفوفات,الدوال,الحلقات,الشروط,tutorial_difficulty
_Salty,Dominopiling,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,-12.242268041237134,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Alhomse,Dominopiling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,4.258180188256374,1,1,0,0,0,1,0,0,0,0,66.05130664109339
AbdAR,Dominopiling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,-7.53370340999207,1,1,0,0,0,1,0,0,0,0,66.05130664109339
RedNextCentury,Dominopiling,224,204,100,73,5,19,5,7,12,8,1,1,1,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,683,13.991163475699517,1,1,0,0,0,1,0,0,0,0,66.05130664109339
MouayadL7,Dominopiling,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,19.587628865979415,1,1,0,0,0,1,0,0,0,0,66.05130664109339
3bdo_Farah,Dominopiling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,-8.90346766635431,1,1,0,0,0,1,0,0,0,0,66.05130664109339
sanji333333,Dominopiling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,27.422680412371182,1,1,0,0,0,1,0,0,0,0,66.05130664109339
_s_h_a_m__,Dominopiling,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,0.0,1,1,0,0,0,1,0,0,0,0,66.05130664109339
sepsa.m,Dominopiling,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0.0,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Bassam1412,Dominopiling,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,-8.90346766635431,1,1,0,0,0,1,0,0,0,0,66.05130664109339
MarioAndrawos,Dominopiling,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,15.463917525773216,1,1,0,0,0,1,0,0,0,0,66.05130664109339
MuhannadW,Dominopiling,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,-5.15463917525772,1,1,0,0,0,1,0,0,0,0,66.05130664109339
NawarAlTibi,Dominopiling,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16,61.66475754104628,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Lanakhaled,Dominopiling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,7.53370340999207,1,1,0,0,0,1,0,0,0,0,66.05130664109339
obadaa.masri,Dominopiling,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,-5.567138960594608e-14,1,1,0,0,0,1,0,0,0,0,66.05130664109339
obada_katma,Dominopiling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,1,1,0,0,0,1,0,0,0,0,66.05130664109339
043_33798_Nuraiym-7,Dominopiling,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6,7.53370340999207,1,1,0,0,0,1,0,0,0,0,66.05130664109339
7nooOoOoon,Dominopiling,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,22,-8.90346766635431,1,1,0,0,0,1,0,0,0,0,66.05130664109339
ghina.alrefai,Dominopiling,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,7.53370340999207,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Amr_Kart,Dominopiling,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,17.283201940570052,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Mohammad_Alassali,Dominopiling,88,29,17,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,142,-11.943676137792373,1,1,0,0,0,1,0,0,0,0,66.05130664109339
IT-24-,Dominopiling,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41,32.646048109965726,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Conan_y65,Dominopiling,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26,-13.991163475699627,1,1,0,0,0,1,0,0,0,0,66.05130664109339
ShathaS2003,Dominopiling,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,73.45360824742279,1,1,0,0,0,1,0,0,0,0,66.05130664109339
anas_allaham,Dominopiling,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,17,-5.567138960594608e-14,1,1,0,0,0,1,0,0,0,0,66.05130664109339
ZENGOO,Dominopiling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40.327471194663566,1,1,0,0,0,1,0,0,0,0,66.05130664109339
abdalrhman.alkafry,Dominopiling,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,0.0,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Anti_tourist4000,Dominopiling,89,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107,-8.90346766635431,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Hamza_Alattar.1,Dominopiling,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,50,50.92783505154648,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Bicso,Dominopiling,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,-16.323024054982863,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Zeina_Albarre,Dominopiling,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,25,-5.567138960594608e-14,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Abdulrhaim_Ma,Dominopiling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,40.327471194663566,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Nour-Aldeen,Dominopiling,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28,-8.90346766635431,1,1,0,0,0,1,0,0,0,0,66.05130664109339
0xessam,Dominopiling,32,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41,48.969072164948535,1,1,0,0,0,1,0,0,0,0,66.05130664109339
ghaith.clash88,Dominopiling,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,5.761067313523351,1,1,0,0,0,1,0,0,0,0,66.05130664109339
sarah.m.akkad,Dominopiling,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,49,16.323024054982806,1,1,0,0,0,1,0,0,0,0,66.05130664109339
A.M.B.E,Dominopiling,20,6,5,4,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43,68.55670103092794,1,1,0,0,0,1,0,0,0,0,66.05130664109339
abdalkader-s,Dominopiling,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,-5.567138960594608e-14,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Ansam092,Dominopiling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-7.53370340999207,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Alaa-Kaadan,Dominopiling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,53.42080599812563,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Raneem.Alhassan,Dominopiling,41,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55,45.20222045995253,1,1,0,0,0,1,0,0,0,0,66.05130664109339
RamaRehawi,Dominopiling,24,24,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,189181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,57,73.45360824742279,1,1,0,0,0,1,0,0,0,0,66.05130664109339
Mohammed--alhefawe,BeautifulMatrix,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,46.08853850818681,1,1,0,0,0,1,1,0,1,1,82.14166943797808
OmranMk,BeautifulMatrix,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,97.93814432989707,1,1,0,0,0,1,1,0,1,1,82.14166943797808
RetiringNextCentury,BeautifulMatrix,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,72.16494845360842,1,1,0,0,0,1,1,0,1,1,82.14166943797808
HASSAN_GH,BeautifulMatrix,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,69.13280776228031,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Brre.Hemo,BeautifulMatrix,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,108.32552327397708,1,1,0,0,0,1,1,0,1,1,82.14166943797808
codeiologist,BeautifulMatrix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,75.33703409992091,1,1,0,0,0,1,1,0,1,1,82.14166943797808
DARK-N,BeautifulMatrix,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,71.46837559208699,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Kareembo,BeautifulMatrix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,59.851088201603744,1,1,0,0,0,1,1,0,1,1,82.14166943797808
masa_beydoun,BeautifulMatrix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,67.33247422680422,1,1,0,0,0,1,1,0,1,1,82.14166943797808
kinannotfound,BeautifulMatrix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,61.85567010309286,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Abd_HM,BeautifulMatrix,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,83.09903155263996,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Ahmed-yaser,BeautifulMatrix,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,71.46837559208699,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Diab,BeautifulMatrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,81.7648727891801,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Waellhasan,BeautifulMatrix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,82.87073750991293,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Bsher,BeautifulMatrix,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,80.13120899718857,1,1,0,0,0,1,1,0,1,1,82.14166943797808
dee..,BeautifulMatrix,163,56,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,239,69.13280776228031,1,1,0,0,0,1,1,0,1,1,82.14166943797808
_SADIEM_,BeautifulMatrix,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,55.690317364059126,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Mohammed_Abdelkareem,BeautifulMatrix,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,65.29209621993134,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Wiaam_SA,BeautifulMatrix,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28,61.211340206185675,1,1,0,0,0,1,1,0,1,1,82.14166943797808
a7mad_taieb,BeautifulMatrix,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,97.93814432989707,1,1,0,0,0,1,1,0,1,1,82.14166943797808
SaeedSabbagh,BeautifulMatrix,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,80.13120899718857,1,1,0,0,0,1,1,0,1,1,82.14166943797808
_Salty,BeautifulMatrix,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,73.95329265726922,1,1,0,0,0,1,1,0,1,1,82.14166943797808
Alhomse,BeautifulMatrix,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39,77.53436426116859,1,1,0,0,0,1,1,0,1,1,82.14166943797808
AbdAR,BeautifulMatrix,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,49,65.29209621993134,1,1,0,0,0,1,1,0,1,1,82.14166943797808
RedNextCentury,BeautifulMatrix,231,205,100,73,5,19,5,7,12,8,1,1,1,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,691,46.08853850818681,1,1,0,0,0,1,1,0,1,1,82.14166943797808
MouayadL7,BeautifulMatrix,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,184964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,72.24945073516994,1,1,0,0,0,1,1,0,1,1,82.14166943797808
