#,When,Who,Problem Name,Lang,Number,Class,Number_Class
43986497,2018-10-08 10:34:00,Bsher,BoxesPacking,GNU C++14,903,C,903C
43988071,2018-10-08 11:32:00,Bsher,LuckyNumbers(easy),GNU C++14,96,B,96B
43990735,2018-10-08 13:00:00,Bsher,TavasandSaDDas,GNU C++14,535,B,535B
44007621,2018-10-08 19:38:00,Bsher,PreparingOlympiad,GNU C++14,550,B,550B
44046828,2018-10-09 20:36:00,Bsher,UndoubtedlyLuckyNumbers,GNU C++14,244,B,244B
44048246,2018-10-09 21:20:00,Bsher,Hexadecimal'sNumbers,GNU C++14,9,C,9C
44051682,2018-10-09 22:31:00,Bsher,DreamoonandWiFi,GNU C++14,476,B,476B
44052958,2018-10-09 23:26:00,Bsher,MakeaSquare,GNU C++14,962,C,962C
44083112,2018-10-10 19:01:00,Bsher,Interestingdrink,GNU C++14,706,B,706B
44090135,2018-10-10 21:46:00,Bsher,NumberofWays,GNU C++14,466,C,466C
44105744,2018-10-11 12:08:00,Bsher,BearandCompressing,GNU C++14,653,B,653B
44156864,2018-10-11 21:47:00,Bsher,VasyaandChocolate,GNU C++14,1065,A,1065A
44158595,2018-10-11 22:47:00,Bsher,VasyaandIsolatedVertices,GNU C++14,1065,B,1065B
44212565,2018-10-12 19:11:00,Bsher,MakeItEqual,GNU C++14,1065,C,1065C
44219391,2018-10-12 19:50:00,Bsher,VovaandTrain,GNU C++14,1066,A,1066A
44226967,2018-10-12 23:07:00,Bsher,Vacations,GNU C++14,699,C,699C
44227801,2018-10-12 23:40:00,Bsher,SerejaandSuffixes,GNU C++14,368,B,368B
44238777,2018-10-13 09:04:00,Bsher,Joysticks,GNU C++14,651,A,651A
44239762,2018-10-13 09:29:00,Bsher,Fence,GNU C++14,363,B,363B
44292113,2018-10-14 13:09:00,Bsher,Makeatriangle!,GNU C++14,1064,A,1064A
44309395,2018-10-14 14:28:00,Bsher,EquationsofMathematicalMagic,GNU C++14,1064,B,1064B
44336101,2018-10-15 00:40:00,Bsher,Hardproblem,GNU C++14,706,C,706C
44664710,2018-10-21 20:12:00,Bsher,GoldenPlate,GNU C++14,1072,A,1072A
44697930,2018-10-22 16:40:00,Bsher,ACompatiblePair,GNU C++14,934,A,934A
44701259,2018-10-22 17:54:00,Bsher,Cards,GNU C++14,701,A,701A
44704487,2018-10-22 19:12:00,Bsher,FoxAndTwoDots,GNU C++14,510,B,510B
44831848,2018-10-25 11:50:00,Bsher,LCM,GNU C++14,1068,B,1068B
44919196,2018-10-26 19:59:00,Bsher,TanyaandToys,GNU C++14,659,C,659C
44924139,2018-10-26 22:16:00,Bsher,DimaandLisa,GNU C++14,584,D,584D
44943958,2018-10-27 12:11:00,Bsher,SaveEnergy!,GNU C++14,937,C,937C
44947918,2018-10-27 13:41:00,Bsher,HungryStudentProblem,GNU C++14,903,A,903A
44948263,2018-10-27 13:50:00,Bsher,LexicographicallyMaximumSubsequence,GNU C++14,197,C,197C
44967277,2018-10-27 23:08:00,Bsher,KyoyaandColoredBalls,GNU C++14,554,C,554C
44967784,2018-10-27 23:32:00,Bsher,kTree,GNU C++14,431,C,431C
44975361,2018-10-28 07:59:00,Bsher,Zebras,GNU C++14,950,C,950C
44975914,2018-10-28 08:27:00,Bsher,Berutaxi,GNU C++14,706,A,706A
44980501,2018-10-28 11:23:00,Bsher,SeatArrangements,GNU C++14,919,C,919C
44986297,2018-10-28 13:38:00,Bsher,SantaClausandKeyboardCheck,GNU C++14,748,B,748B
45024317,2018-10-28 23:34:00,Bsher,palprime,GNU C++14,100883,J,100883J
45024487,2018-10-28 23:42:00,Bsher,SorttheArray,GNU C++14,451,B,451B
45032223,2018-10-29 08:10:00,Bsher,Queriesaboutlessorequalelements,GNU C++14,600,B,600B
45151714,2018-10-31 23:24:00,Bsher,Bits,GNU C++14,485,C,485C
45289001,2018-11-04 21:14:00,Bsher,TheKing'sRace,GNU C++14,1075,A,1075A
45295357,2018-11-04 21:56:00,Bsher,TaxidriversandLyft,GNU C++14,1075,B,1075B
45439329,2018-11-08 13:08:00,Bsher,XeniaandBitOperations,GNU C++14,339,D,339D
45457967,2018-11-08 23:53:00,Bsher,Plant,GNU C++14,186,C,186C
45577665,2018-11-12 01:31:00,Bsher,KnightTournament,GNU C++14,356,A,356A
45606382,2018-11-12 18:03:00,Bsher,MinimizingtheString,GNU C++14,1076,A,1076A
45626458,2018-11-12 19:19:00,Bsher,DivisorSubtraction,GNU C++14,1076,B,1076B
45799538,2018-11-16 15:36:00,Bsher,kInterestingPairsOfIntegers,GNU C++14,769,D,769D
45805394,2018-11-16 17:40:00,Bsher,FrogJumping,GNU C++14,1077,A,1077A
45808131,2018-11-16 17:46:00,Bsher,DisturbedPeople,GNU C++14,1077,B,1077B
45817496,2018-11-16 18:12:00,Bsher,GoodArray,GNU C++14,1077,C,1077C
45909936,2018-11-18 13:41:00,Bsher,Pipeline,GNU C++14,287,B,287B
45924685,2018-11-18 19:33:00,Bsher,KitchenUtensils,GNU C++14,1079,A,1079A
45943577,2018-11-19 00:05:00,Bsher,BarcelonianDistance,GNU C++14,1079,D,1079D
45944609,2018-11-19 01:01:00,Bsher,PersonalizedCup,GNU C++14,1079,B,1079B
45994221,2018-11-20 14:35:00,Bsher,WastedTime,GNU C++14,127,A,127A
46013523,2018-11-21 02:06:00,Bsher,Frames,GNU C++14,94,C,94C
46041530,2018-11-21 23:14:00,Bsher,CoveredPoints,GNU C++14,1036,E,1036E
46297953,2018-11-28 08:13:00,Bsher,PouringRain,GNU C++14,667,A,667A
46303683,2018-11-28 11:48:00,Bsher,LuckyTransformation,GNU C++14,121,B,121B
46305453,2018-11-28 12:59:00,Bsher,LuckySum,GNU C++14,121,A,121A
46430155,2018-12-01 07:55:00,Bsher,VasyaandBook,GNU C++14,1082,A,1082A
46432256,2018-12-01 09:35:00,Bsher,LifeWithoutZeros,GNU C++14,75,A,75A
46445384,2018-12-01 16:08:00,Bsher,DrazilandFactorial,GNU C++14,515,C,515C
46462529,2018-12-02 00:38:00,Bsher,SagheerandNubianMarket,GNU C++14,812,C,812C
46462696,2018-12-02 00:48:00,Bsher,LuckyPermutationTriple,GNU C++14,304,C,304C
46467729,2018-12-02 08:02:00,Bsher,FormingTeams,GNU C++14,216,B,216B
46467732,2018-12-02 08:02:00,Bsher,FormingTeams,GNU C++14,216,B,216B
47769312,2018-12-30 22:42:00,Bsher,NewYearandtheChristmasOrnament,GNU C++14,1091,A,1091A
47769503,2018-12-30 22:49:00,Bsher,NewYearandtheTreasureGeolocation,GNU C++14,1091,B,1091B
47770938,2018-12-31 00:05:00,Bsher,NewYearandtheSphereTransmission,GNU C++14,1091,C,1091C
47771624,2018-12-31 00:55:00,Bsher,Moore'sLaw,GNU C++14,630,B,630B
47800200,2019-01-01 00:37:00,Bsher,PowersOfTwo,GNU C++14,1095,C,1095C
47846482,2019-01-02 17:59:00,Bsher,VasyaandCornfield,GNU C++14,1058,B,1058B
47909590,2019-01-04 17:54:00,Bsher,GennadyandaCardGame,GNU C++14,1097,A,1097A
47918074,2019-01-04 18:13:00,Bsher,PetrandaCombinationLock,GNU C++14,1097,B,1097B
47937268,2019-01-04 19:50:00,Bsher,YuhaoandaParenthesis,GNU C++14,1097,C,1097C
47983580,2019-01-05 19:58:00,Bsher,Snowball,GNU C++14,1099,A,1099A
47992381,2019-01-05 20:26:00,Bsher,SquaresandSegments,GNU C++14,1099,B,1099B
48006270,2019-01-05 21:34:00,Bsher,Postcard,GNU C++14,1099,C,1099C
48042594,2019-01-07 00:07:00,Bsher,TwoTVs,GNU C++14,845,C,845C
48119746,2019-01-09 17:39:00,Bsher,IntegerSequenceDividing,GNU C++14,1102,A,1102A
48129334,2019-01-09 18:05:00,Bsher,DoorsBreakingandRepairing,GNU C++14,1102,C,1102C
48136189,2019-01-09 18:27:00,Bsher,BalancedTernaryString,GNU C++14,1102,D,1102D
48170110,2019-01-10 09:14:00,Bsher,ArrayKColoring,GNU C++14,1102,B,1102B
48183465,2019-01-10 16:45:00,Bsher,QueriesonaString,GNU C++14,598,B,598B
48186759,2019-01-10 18:32:00,Bsher,Nearestvectors,GNU C++14,598,C,598C
48190675,2019-01-10 20:42:00,Bsher,IgorIntheMuseum,GNU C++14,598,D,598D
48195926,2019-01-11 00:59:00,Bsher,APrank,GNU C++14,1062,A,1062A
48196722,2019-01-11 02:21:00,Bsher,Party,GNU C++14,115,A,115A
48197177,2019-01-11 03:17:00,Bsher,ExtractNumbers,GNU C++14,600,A,600A
48211601,2019-01-11 15:20:00,Bsher,FindDivisible,GNU C++14,1096,A,1096A
48261841,2019-01-11 21:04:00,Bsher,MinimumInteger,GNU C++14,1101,A,1101A
48262836,2019-01-11 21:30:00,Bsher,Polycarp'sNewJob,GNU C++14,1101,E,1101E
48263406,2019-01-11 21:46:00,Bsher,Accordion,GNU C++14,1101,B,1101B
48274774,2019-01-12 08:04:00,Bsher,DivisionandUnion,GNU C++14,1101,C,1101C
48303818,2019-01-12 21:28:00,Bsher,CircularDance,GNU C++14,1095,D,1095D
48376606,2019-01-14 10:57:00,Bsher,BuildaContest,GNU C++14,1100,B,1100B
48385269,2019-01-14 15:41:00,Bsher,NNandtheOpticalIllusion,GNU C++14,1100,C,1100C
48400852,2019-01-15 00:00:00,Bsher,RomanandBrowser,GNU C++14,1100,A,1100A
48401970,2019-01-15 01:15:00,Bsher,USBFlashDrives,GNU C++14,609,A,609A
48402092,2019-01-15 01:26:00,Bsher,TheBestGift,GNU C++14,609,B,609B
48402565,2019-01-15 02:08:00,Bsher,LoadBalancing,GNU C++14,609,C,609C
48729060,2019-01-22 17:45:00,Bsher,Splittingintodigits,GNU C++14,1104,A,1104A
48750763,2019-01-22 18:50:00,Bsher,Gamewithstring,GNU C++14,1104,B,1104B
48756694,2019-01-22 19:18:00,Bsher,Gridgame,GNU C++14,1104,C,1104C
48803098,2019-01-23 17:39:00,Bsher,Twodistinctpoints,GNU C++14,1108,A,1108A
48808877,2019-01-23 17:46:00,Bsher,DivisorsofTwoIntegers,GNU C++14,1108,B,1108B
48823483,2019-01-23 18:13:00,Bsher,NiceGarland,GNU C++14,1108,C,1108C
48828892,2019-01-23 18:26:00,Bsher,DiverseGarland,GNU C++14,1108,D,1108D
48848073,2019-01-23 19:34:00,Bsher,ArrayandSegments(Easyversion),GNU C++14,1108,E1,1108E1
48905972,2019-01-24 23:26:00,Bsher,TheTextSplitting,GNU C++14,612,A,612A
48906323,2019-01-24 23:42:00,Bsher,HDDisOutdatedTechnology,GNU C++14,612,B,612B
48907446,2019-01-25 00:43:00,Bsher,BlockTowers,GNU C++14,626,C,626C
48937868,2019-01-25 18:05:00,Bsher,PolycarpattheRadio,GNU C++14,723,C,723C
48939302,2019-01-25 18:44:00,Bsher,KingMoves,GNU C++14,710,A,710A
48939553,2019-01-25 18:50:00,Bsher,OptimalPointonaLine,GNU C++14,710,B,710B
48939731,2019-01-25 18:55:00,Bsher,MagicOddSquare,GNU C++14,710,C,710C
48944706,2019-01-25 21:27:00,Bsher,LongestSubsequence,GNU C++14,632,D,632D
48944954,2019-01-25 21:35:00,Bsher,GenerateaString,GNU C++14,710,E,710E
48949894,2019-01-26 01:12:00,Bsher,CompletetheWord,GNU C++14,716,B,716B
48996305,2019-01-26 18:43:00,Bsher,DigitsSequenceDividing,GNU C++14,1107,A,1107A
49011861,2019-01-26 19:39:00,Bsher,Digitalroot,GNU C++14,1107,B,1107B
49016483,2019-01-26 20:07:00,Bsher,Brutality,GNU C++14,1107,C,1107C
49028774,2019-01-26 23:34:00,Bsher,ComparingTwoLongIntegers,GNU C++14,616,A,616A
49029394,2019-01-26 23:57:00,Bsher,DinnerwithEmma,GNU C++14,616,B,616B
49164750,2019-01-29 19:04:00,Bsher,Quasipalindrome,GNU C++14,863,A,863A
49168029,2019-01-29 20:08:00,Bsher,Kayaking,GNU C++14,863,B,863B
49176013,2019-01-29 23:36:00,Bsher,ParityGame,GNU C++14,297,A,297A
49177686,2019-01-30 01:00:00,Bsher,Woodcutters,GNU C++14,545,C,545C
49196820,2019-01-30 13:49:00,Bsher,QuasiBinary,GNU C++14,538,B,538B
49222125,2019-01-30 22:46:00,Bsher,AMistofFlorescence,GNU C++14,989,C,989C
49224975,2019-01-31 00:53:00,Bsher,MartadellaStrikesAgain,GNU C++14,101808,A,101808A
49225619,2019-01-31 01:34:00,Bsher,HelpShahhoud,GNU C++14,101808,C,101808C
49397929,2019-02-03 16:17:00,Bsher,ModifiedGCD,GNU C++14,75,C,75C
49435492,2019-02-03 22:02:00,Bsher,SuperheroTransformation,GNU C++14,1111,A,1111A
49448507,2019-02-04 08:23:00,Bsher,Chloeandthesequence,GNU C++14,743,B,743B
49473940,2019-02-04 21:26:00,Bsher,ReallyBigNumbers,GNU C++14,817,C,817C
49474275,2019-02-04 21:36:00,Bsher,BmailComputerNetwork,GNU C++14,1057,A,1057A
49475755,2019-02-04 22:20:00,Bsher,"Dividebythree,multiplybytwo",GNU C++14,977,D,977D
49539803,2019-02-06 20:50:00,Bsher,HelpShrekandDonkey2,GNU C++14,142,D,142D
49598824,2019-02-07 19:33:00,Bsher,Parity,GNU C++14,1110,A,1110A
49606375,2019-02-07 22:43:00,Bsher,MahmoudandEhabandthexor,GNU C++14,862,C,862C
49608608,2019-02-08 00:18:00,Bsher,MahmoudandaTriangle,GNU C++14,766,B,766B
49670613,2019-02-09 19:44:00,Bsher,CommonDivisors,GNU C++14,182,D,182D
49672240,2019-02-09 20:36:00,Bsher,Trace,GNU C++14,157,B,157B
49677970,2019-02-10 00:19:00,Bsher,Maximumsplitting,GNU C++14,870,C,870C
49679553,2019-02-10 02:02:00,Bsher,Taxes,GNU C++14,735,D,735D
49702387,2019-02-10 17:16:00,Bsher,GotAnyGrapes?,GNU C++14,1114,A,1114A
49722447,2019-02-10 18:29:00,Bsher,TrailingLoves(orL'oeufs?),GNU C++14,1114,C,1114C
49741457,2019-02-10 22:13:00,Bsher,PolothePenguinandMatrix,GNU C++14,289,B,289B
49742926,2019-02-10 22:52:00,Bsher,Threedisplays,GNU C++14,987,C,987C
49747226,2019-02-11 01:48:00,Bsher,TableTennisGame2,GNU C++14,765,C,765C
49764157,2019-02-11 13:46:00,Bsher,Caesar'sLegions,GNU C++14,118,D,118D
49766091,2019-02-11 14:44:00,Bsher,MashmokhandACM,GNU C++14,414,B,414B
49808300,2019-02-12 00:25:00,Bsher,"Sagheer,theHausmeister",GNU C++14,812,B,812B
49809700,2019-02-12 01:58:00,Bsher,NewYearandDomino,GNU C++14,611,C,611C
49841548,2019-02-12 21:43:00,Bsher,Cut'emall!,GNU C++14,982,C,982C
49842913,2019-02-12 22:28:00,Bsher,CuriosityHasNoLimits,GNU C++14,1072,B,1072B
49843348,2019-02-12 22:45:00,Bsher,VasyaandPetya'sGame,GNU C++14,576,A,576A
49846080,2019-02-13 00:47:00,Bsher,AverageSuperheroGangPower,GNU C++14,1111,B,1111B
49847178,2019-02-13 01:59:00,Bsher,VovaandTrophies,GNU C++14,1082,B,1082B
49894163,2019-02-14 09:04:00,Bsher,Tetrahedron,GNU C++14,166,E,166E
49924717,2019-02-15 00:26:00,Bsher,KefaandPark,GNU C++14,580,C,580C
49957826,2019-02-15 19:49:00,Bsher,CircularRMQ,GNU C++14,52,C,52C
49962215,2019-02-15 21:47:00,Bsher,Journey,GNU C++14,839,C,839C
50006678,2019-02-16 19:56:00,Bsher,SashaandHisTrip,GNU C++14,1113,A,1113A
50023473,2019-02-16 21:02:00,Bsher,SashaandMagneticMachines,GNU C++14,1113,B,1113B
50068478,2019-02-17 19:11:00,Bsher,SashaandOneMoreName,GNU C++14,1113,D,1113D
50138566,2019-02-18 23:09:00,Bsher,BestSubsegment,GNU C++14,1117,A,1117A
50139079,2019-02-18 23:27:00,Bsher,Emotes,GNU C++14,1117,B,1117B
50141237,2019-02-19 01:10:00,Bsher,MagicShip,GNU C++14,1117,C,1117C
50141754,2019-02-19 01:41:00,Bsher,Ehabandsubtraction,GNU C++14,1088,B,1088B
50142324,2019-02-19 02:24:00,Bsher,And,GNU C++14,1013,B,1013B
50167196,2019-02-19 17:37:00,Bsher,WaterBuying,GNU C++14,1118,A,1118A
50188950,2019-02-19 19:04:00,Bsher,TanyaandCandies,GNU C++14,1118,B,1118B
50211127,2019-02-20 02:47:00,Bsher,PalindromicMatrix,GNU C++14,1118,C,1118C
50212460,2019-02-20 04:29:00,Bsher,MultiplicationTable,GNU C++14,448,D,448D
50318964,2019-02-22 16:34:00,Bsher,Flowers,GNU C++14,474,D,474D
50356768,2019-02-23 13:28:00,Bsher,SeaBattle,GNU C++14,1131,A,1131A
50371059,2019-02-23 14:15:00,Bsher,Birthday,GNU C++14,1131,C,1131C
50388094,2019-02-23 16:07:00,Bsher,Draw!,GNU C++14,1131,B,1131B
50406935,2019-02-24 00:33:00,Bsher,SoftDrinking,GNU C++14,151,A,151A
50462481,2019-02-24 21:36:00,Bsher,BePositive,GNU C++14,1130,A,1130A
50462571,2019-02-24 21:37:00,Bsher,TwoCakes,GNU C++14,1130,B,1130B
50463205,2019-02-24 21:45:00,Bsher,Connect,GNU C++14,1130,C,1130C
50546175,2019-02-27 00:32:00,Bsher,MagicPowder1,GNU C++14,670,D1,670D1
50546357,2019-02-27 00:42:00,Bsher,MagicPowder2,GNU C++14,670,D2,670D2
50612838,2019-02-28 20:44:00,Bsher,CountGoodSubstrings,GNU C++14,451,D,451D
50658637,2019-03-02 00:07:00,Bsher,Pixels,GNU C++14,209,B,209B
50660151,2019-03-02 01:18:00,Bsher,VanyaandExams,GNU C++14,492,C,492C
50701953,2019-03-03 01:36:00,Bsher,ChocolateBar,GNU C++14,598,E,598E
50706472,2019-03-03 07:26:00,Bsher,Barcode,GNU C++14,225,C,225C
50743829,2019-03-03 18:52:00,Bsher,MikeandChildren,GNU C++14,1121,B,1121B
50746828,2019-03-03 19:04:00,Bsher,TechnogobletofFire,GNU C++14,1121,A,1121A
50764238,2019-03-04 01:04:00,Bsher,Bicolorings,GNU C++14,1051,D,1051D
50835270,2019-03-05 18:33:00,Bsher,Discounts,GNU C++14,1132,B,1132B
50852747,2019-03-05 19:57:00,Bsher,PaintingtheFence,GNU C++14,1132,C,1132C
50868956,2019-03-06 01:57:00,Bsher,RegularBracketSequence,GNU C++14,1132,A,1132A
50907764,2019-03-07 00:33:00,Bsher,CountingTest,GNU C++14,101532,D,101532D
50922372,2019-03-07 12:57:00,Bsher,SubstringRemoval,GNU C++14,1096,B,1096B
50922545,2019-03-07 13:03:00,Bsher,SoldierandNumberGame,GNU C++14,546,D,546D
50939673,2019-03-07 18:25:00,Bsher,MiddleoftheContest,GNU C++14,1133,A,1133A
50945260,2019-03-07 18:39:00,Bsher,BalancedTeam,GNU C++14,1133,C,1133C
50948969,2019-03-07 18:48:00,Bsher,PreparationforInternationalWomen'sDay,GNU C++14,1133,B,1133B
51035410,2019-03-08 17:56:00,Bsher,ColorfulBricks,GNU C++14,1081,C,1081C
51050247,2019-03-08 23:38:00,Bsher,Table,GNU C++14,359,A,359A
51106433,2019-03-10 02:04:00,Bsher,Math,GNU C++14,1062,B,1062B
51142759,2019-03-10 23:32:00,Bsher,PairofNumbers,GNU C++14,359,D,359D
51144799,2019-03-11 01:30:00,Bsher,ZeroQuantityMaximization,GNU C++14,1133,D,1133D
51195827,2019-03-11 21:49:00,Bsher,UnorderedSubsequence,GNU C++14,27,C,27C
51200376,2019-03-12 01:18:00,Bsher,KBalancedTeams,GNU C++14,1133,E,1133E
51200389,2019-03-12 01:19:00,Bsher,SpanningTreewithMaximumDegree,GNU C++14,1133,F1,1133F1
51211749,2019-03-12 11:18:00,Bsher,DivisiblityofDifferences,GNU C++14,876,B,876B
51222919,2019-03-12 16:07:00,Bsher,NastyaIsReadingaBook,GNU C++14,1136,A,1136A
51224040,2019-03-12 16:28:00,Bsher,NastyaIsPlayingComputerGames,GNU C++14,1136,B,1136B
51247826,2019-03-13 09:34:00,Bsher,Maze,GNU C++14,377,A,377A
51248489,2019-03-13 09:58:00,Bsher,AdaptationStories,GNU C++14,101804,A,101804A
51275737,2019-03-14 00:06:00,Bsher,DireGrades,GNU C++14,101804,D,101804D
51277298,2019-03-14 01:57:00,Bsher,BeforetheGreatDay,GNU C++14,101804,B,101804B
51426575,2019-03-17 22:36:00,Bsher,NastyaIsTransposingMatrices,GNU C++14,1136,C,1136C
51454775,2019-03-18 19:33:00,Bsher,HelloSCPC2018!,GNU C++11,102006,A,102006A
51455522,2019-03-18 19:54:00,Bsher,BinaryHamming,GNU C++11,102006,B,102006B
51459266,2019-03-18 21:40:00,Bsher,CarnivalSlots,GNU C++14,102006,D,102006D
51490144,2019-03-19 17:40:00,Bsher,Game23,GNU C++14,1141,A,1141A
51493978,2019-03-19 17:47:00,Bsher,MaximalContinuousRest,GNU C++14,1141,B,1141B
51498519,2019-03-19 17:56:00,Bsher,PolycarpRestoresPermutation,GNU C++14,1141,C,1141C
51506452,2019-03-19 18:16:00,Bsher,ColoredBoots,GNU C++14,1141,D,1141D
51650318,2019-03-21 21:33:00,Bsher,EvenSubstrings,GNU C++14,1139,A,1139A
51650678,2019-03-21 21:41:00,Bsher,Chocolates,GNU C++14,1139,B,1139B
51771641,2019-03-23 21:42:00,Bsher,MinimumTriangulation,GNU C++14,1140,D,1140D
51773467,2019-03-23 22:48:00,Bsher,DetectiveBook,GNU C++14,1140,A,1140A
51773821,2019-03-23 23:03:00,Bsher,GoodString,GNU C++14,1140,B,1140B
51774432,2019-03-23 23:29:00,Bsher,Playlist,GNU C++14,1140,C,1140C
51776308,2019-03-24 01:10:00,Bsher,EdgyTrees,GNU C++14,1139,C,1139C
51776924,2019-03-24 02:03:00,Bsher,OurTanyaisCryingOutLoud,GNU C++14,940,B,940B
51790481,2019-03-24 15:36:00,Bsher,ChristmasSpruce,GNU C++14,913,B,913B
51795689,2019-03-24 18:02:00,Bsher,Socks,GNU C++14,731,C,731C
51797375,2019-03-24 18:56:00,Bsher,RecursiveQueries,GNU C++14,932,B,932B
51800155,2019-03-24 20:32:00,Bsher,StreetLamps,GNU C++14,100712,C,100712C
51800416,2019-03-24 20:41:00,Bsher,WhoIsTheWinner,GNU C++14,100712,A,100712A
51800594,2019-03-24 20:46:00,Bsher,EpicProfessor,GNU C++14,100712,E,100712E
51801137,2019-03-24 21:05:00,Bsher,RuntimeError,GNU C++14,100712,K,100712K
51803291,2019-03-24 22:27:00,Bsher,HeavyCoins,GNU C++14,100712,G,100712G
51804154,2019-03-24 23:06:00,Bsher,TravellingSalesman,GNU C++14,100712,F,100712F
51804875,2019-03-24 23:42:00,Bsher,AlternatingStrings,GNU C++11,100712,D,100712D
51804967,2019-03-24 23:47:00,Bsher,Candy,GNU C++14,100712,J,100712J
51806182,2019-03-25 00:58:00,Bsher,RockPaperScissors,GNU C++14,100712,B,100712B
51806834,2019-03-25 01:51:00,Bsher,Candy,GNU C++14,100712,J,100712J
51807866,2019-03-25 03:50:00,Bsher,Chessboard,GNU C++14,961,C,961C
51808343,2019-03-25 04:52:00,Bsher,FixingTypos,GNU C++14,363,C,363C
51841051,2019-03-26 00:50:00,Bsher,RoundSubset,GNU C++14,837,D,837D
51841421,2019-03-26 01:17:00,Bsher,RoundSubset,GNU C++14,837,D,837D
51877001,2019-03-26 23:09:00,Bsher,AsphaltingRoads,GNU C++14,583,A,583A
51878054,2019-03-26 23:50:00,Bsher,Robot'sTask,GNU C++14,583,B,583B
52003810,2019-03-30 10:25:00,Bsher,"Fairy,thetreacherousmailman",GNU C++14,102020,F,102020F
52004858,2019-03-30 10:54:00,Bsher,MarvelousNecklace,GNU C++14,102020,M,102020M
52010980,2019-03-30 11:33:00,Bsher,Dumbfeature,GNU C++14,102020,D,102020D
52015701,2019-03-30 13:28:00,Bsher,JosephandTests,GNU C++14,102020,J,102020J
52016663,2019-03-30 13:52:00,Bsher,Expectationsskyhigh,GNU C++14,102020,E,102020E
52030542,2019-03-30 20:13:00,Bsher,TheDoors,GNU C++14,1143,A,1143A
52036000,2019-03-30 20:30:00,Bsher,Nirvana,GNU C++14,1143,B,1143B
52054454,2019-03-30 22:09:00,Bsher,Queen,GNU C++14,1143,C,1143C
52059256,2019-03-31 01:19:00,Bsher,Aramicscript,GNU C++14,975,A,975A
52059494,2019-03-31 01:37:00,Bsher,Mancala,GNU C++14,975,B,975B
52059811,2019-03-31 02:03:00,Bsher,ValhallaSiege,GNU C++14,975,C,975C
52085888,2019-03-31 17:10:00,Bsher,DiverseStrings,GNU C++14,1144,A,1144A
52089686,2019-03-31 17:20:00,Bsher,ParityAlternatedDeletions,GNU C++14,1144,B,1144B
52095049,2019-03-31 17:33:00,Bsher,TwoShuffledSequences,GNU C++14,1144,C,1144C
52113197,2019-03-31 18:32:00,Bsher,EqualizeThemAll,GNU C++14,1144,D,1144D
52124930,2019-03-31 20:08:00,Bsher,TheHellBoy,GNU C++14,101532,J,101532J
52132452,2019-04-01 00:52:00,Bsher,SerialTime!,GNU C++14,60,B,60B
52133423,2019-04-01 02:12:00,Bsher,XeniaandDivisors,GNU C++14,342,A,342A
52246328,2019-04-02 22:18:00,Bsher,"Alice,BobandChocolate",GNU C++14,6,C,6C
52248700,2019-04-03 00:04:00,Bsher,EqualSums,GNU C++14,988,C,988C
52249328,2019-04-03 00:43:00,Bsher,ColortheFence,GNU C++14,349,B,349B
52249431,2019-04-03 00:50:00,Bsher,ColortheFence,GNU C++14,349,B,349B
52249930,2019-04-03 01:25:00,Bsher,VasyaandString,GNU C++14,676,C,676C
52427026,2019-04-06 22:49:00,Bsher,IlyaandaColorfulWalk,GNU C++14,1119,A,1119A
52429309,2019-04-07 00:11:00,Bsher,AlyonaandaNarrowFridge,GNU C++14,1119,B,1119B
52430228,2019-04-07 01:02:00,Bsher,PavelandTriangles,GNU C++14,1119,E,1119E
52430813,2019-04-07 01:39:00,Bsher,GCDTable,GNU C++14,583,C,583C
52460337,2019-04-07 16:11:00,Bsher,TravellingSalesman,GNU C++14,100712,F,100712F
52462247,2019-04-07 16:55:00,Bsher,AsyaAndKittens,GNU C++14,1131,F,1131F
52474180,2019-04-07 23:51:00,Bsher,LittleGirlandMaximumSum,GNU C++14,276,C,276C
52488110,2019-04-08 13:19:00,Bsher,PhoneNumbers,GNU C++14,940,C,940C
52491400,2019-04-08 14:49:00,Bsher,ConvenientForEverybody,GNU C++14,939,C,939C
52502897,2019-04-08 20:02:00,Bsher,Team,GNU C++14,401,C,401C
52502953,2019-04-08 20:03:00,Bsher,LargeBouquets,GNU C++14,926,G,926G
52585256,2019-04-11 01:57:00,Bsher,Minimizetheerror,GNU C++14,960,B,960B
52585298,2019-04-11 02:00:00,Bsher,SumofDigits,GNU C++14,102,B,102B
52602207,2019-04-11 15:26:00,Bsher,LakesinBerland,GNU C++14,723,D,723D
52602738,2019-04-11 15:39:00,Bsher,LakesinBerland,GNU C++14,723,D,723D
52604384,2019-04-11 16:18:00,Bsher,PermuteDigits,GNU C++14,915,C,915C
52613913,2019-04-11 20:21:00,Bsher,LongestkGoodSegment,GNU C++14,616,D,616D
52615840,2019-04-11 21:23:00,Bsher,DesignTutorial:InversetheProblem,GNU C++14,472,D,472D
52621912,2019-04-12 01:33:00,Bsher,PlayingWithStrings,GNU C++14,101020,I,101020I
52659972,2019-04-13 00:47:00,Bsher,TheBestStrategy,GNU C++14,101020,F,101020F
52685461,2019-04-13 17:12:00,Bsher,ServalandBus,GNU C++14,1153,A,1153A
52692671,2019-04-13 17:31:00,Bsher,ServalandToyBricks,GNU C++14,1153,B,1153B
52702763,2019-04-13 18:09:00,Bsher,ServalandParenthesisSequence,GNU C++14,1153,C,1153C
